"priority","long_name","units","description","comment","name","standard_name","cell_methods","positive","type","dimensions","out_name","modeling_realm","frequency","cell_measures","prov","provNote","rowIndex","vid","MIPs (requesting)","MIPs (by experiment)","uid","AWI","CNRM","CMCC","ECEarth","MPI","METOFFICE","MO_key","STASH"
"1","Eastward Wind","m s-1",,,"ua","eastward_wind","time: point","None","real","longitude latitude plev19 time1","ua","atmos","day","area: areacella","HighResMIP [day_jet]",,"14","21db90c0a12448299f855fdab60930d4","HighResMIP","CMIP6,DECK,HighResMIP","0ad620e6-00a8-11e6-ab7d-5404a60d96b5","x",1,"U","x","x","UM:1","lo-la-p-ti__ua","m01s30i201,m01s30i301"
"1","Northward Wind","m s-1",,,"va","northward_wind","time: point","None","real","longitude latitude plev19 time1","va","atmos","day","area: areacella","HighResMIP [day_jet]",,"15","2dedcb347c18e132a2f4d625abf94585","HighResMIP","CMIP6,DECK,HighResMIP","0ad6264a-00a8-11e6-ab7d-5404a60d96b5","x",1,"V","x","x","UM:1","lo-la-p-ti__va","m01s30i202,m01s30i301"
