"Priority","Long name","units","description","comment","Variable Name","CF Standard Name","cell_methods","positive","type","dimensions","CMOR Name","modeling_realm","frequency","cell_measures","prov","provNote","rowIndex","vid","MIPs (requesting)","MIPs (by experiment)","uid","AWI","CNRM","CMCC","ECEarth","MPI","METOFFICE","MO_key","STASH"
"1","Total Runoff","kg m-2 s-1","""the total runoff (including """"drainage"""" through the base of the soil model) leaving the land portion of the grid cell.""","""computed as the total runoff (including """"drainage"""" through the base of the soil model) leaving the land portion of the grid cell divided by the land area in the grid cell.""","mrro","runoff_flux","time: mean area: mean where land","None","real","longitude latitude time","mrro","land","day","area: areacella","CMIP5 [day] ((isd.002))",,"43","e0a0f457ec117b27ca8353b11bf9d4fa","AerChemMIP,CFMIP,CORDEX,DAMIP,GMMIP,HighResMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DECK,GMMIP,HighResMIP,ScenarioMIP,VolMIP","bab17cb2-e5dd-11e5-8482-ac72891c3257","x",1,"QRUNOFF+QDRAI","x","x","UM:1","lo-la-ti_a:m-land_mrro","m01s08i234,m01s08i235"
"1","Eastward Near-Surface Wind","m s-1","near-surface (usually, 10 meters) eastward component of wind.","None","uas","eastward_wind","time: mean","None","real","longitude latitude time  height10m","uas","atmos","day",,"CMIP5 [day] ((isd.002))",,"45","e72b243a2a1c8691ab0168d8b62534c2","AerChemMIP,CFMIP,CORDEX,DAMIP,DCPP,DynVar,GMMIP,GeoMIP,HighResMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DCPP,DECK,GMMIP,GeoMIP,HighResMIP,ScenarioMIP,SolarMIP,VolMIP","babb6cea-e5dd-11e5-8482-ac72891c3257","x",1,"da UBOT e U10 (anto)","x","x","UM:1","lo-la-ti-h__uas","m01s03i225"
"1","Northward Near-Surface Wind","m s-1","unset","None","vas","northward_wind","time: mean","None","real","longitude latitude time  height10m","vas","atmos","day",,"CMIP5 [day] ((isd.002))",,"46","86b1cd51f370e346ecb20f1e80cb6ea4","AerChemMIP,CFMIP,CORDEX,DAMIP,DCPP,GMMIP,GeoMIP,HighResMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DCPP,DECK,GMMIP,GeoMIP,HighResMIP,ScenarioMIP,VolMIP","babbd25c-e5dd-11e5-8482-ac72891c3257","x",1,"da UBOT e U10 (anto)","x","x","UM:1","lo-la-ti-h__vas","m01s03i226"
"1","Daily Maximum Near-Surface Wind Speed","m s-1","near-surface (usually, 10 meters) wind speed.","None","sfcWindmax","wind_speed","time: maximum","None","real","longitude latitude time  height10m","sfcWindmax","atmos","day",,"CMIP5 [day] ((isd.002))",,"47","1c15d05ab96de917359e54b16c4fbf14","AerChemMIP,CFMIP,CORDEX,DAMIP,DCPP,GMMIP,HighResMIP,PMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DCPP,DECK,GMMIP,HighResMIP,PMIP,ScenarioMIP,VolMIP","bab709de-e5dd-11e5-8482-ac72891c3257","x",1,"WSPDSRFMX","x","x","UM:1","lo-la-ti-h__sfcWindmax","m01s03i227"
"1","Surface Upward Latent Heat Flux","W m-2",,"None","hfls","surface_upward_latent_heat_flux","time: mean","up","real","longitude latitude time","hfls","atmos","day","area: areacella","CMIP5 [day] ((isd.002))",,"48","95cbf6ac889c8fe7d92e20e8c34960d1","AerChemMIP,CFMIP,CORDEX,DAMIP,DCPP,GMMIP,HighResMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DCPP,DECK,GMMIP,HighResMIP,ScenarioMIP,VolMIP","baaf0a9a-e5dd-11e5-8482-ac72891c3257","x",1,"False","x","x","UM:1","lo-la-ti__hfls","m01s03i234"
"1","Surface Upward Sensible Heat Flux","W m-2",,"None","hfss","surface_upward_sensible_heat_flux","time: mean","up","real","longitude latitude time","hfss","atmos","day","area: areacella","CMIP5 [day] ((isd.002))",,"49","a13ed886b17e20cdae8b89b9ff8e4610","AerChemMIP,CFMIP,CORDEX,DAMIP,DCPP,GMMIP,HighResMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DCPP,DECK,GMMIP,HighResMIP,ScenarioMIP,VolMIP","baaf91cc-e5dd-11e5-8482-ac72891c3257","x",1,"False","x","x","UM:1","lo-la-ti__hfss","m01s03i217"
"1","surface downwelling longwave radiation","W m-2",,"None","rlds","surface_downwelling_longwave_flux_in_air","time: mean","down","real","longitude latitude time","rlds","atmos","day","area: areacella","CMIP5 [day] ((isd.002))",,"50","70d7d6fc0e9c2f14624a0270bf2b99b9","AerChemMIP,CFMIP,CORDEX,DAMIP,DCPP,GMMIP,HighResMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DCPP,DECK,GMMIP,HighResMIP,ScenarioMIP,VolMIP","bab538d4-e5dd-11e5-8482-ac72891c3257","x",1,"False","x","x","UM:1","lo-la-ti__rlds","m01s02i207"
"1","surface upwelling longwave radiation","W m-2",,"None","rlus","surface_upwelling_longwave_flux_in_air","time: mean","up","real","longitude latitude time","rlus","atmos","day","area: areacella","CMIP5 [day] ((isd.002))",,"51","89027ee0079acb709750ddeac1c08899","AerChemMIP,CFMIP,CORDEX,DAMIP,GMMIP,HighResMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DECK,GMMIP,HighResMIP,ScenarioMIP,VolMIP","bab57f92-e5dd-11e5-8482-ac72891c3257","x",1,"False","x","x","UM:1","lo-la-ti__rlus","m01s02i201,m01s02i207"
"1","Surface Downwelling Shortwave Radiation","W m-2","surface solar irradiance for UV calculations","None","rsds","surface_downwelling_shortwave_flux_in_air","time: mean","down","real","longitude latitude time","rsds","atmos","day","area: areacella","CMIP5 [day] ((isd.002))",,"52","6e7b9f984d3bba15daccaaa18039a85d","AerChemMIP,CFMIP,CORDEX,DAMIP,DCPP,GMMIP,HighResMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DCPP,DECK,GMMIP,HighResMIP,ScenarioMIP,VolMIP","bab5ecd4-e5dd-11e5-8482-ac72891c3257","x",1,"False","x","x","UM:1","lo-la-ti__rsds","m01s01i235"
"1","surface upwelling shortwave radiation","W m-2",,"None","rsus","surface_upwelling_shortwave_flux_in_air","time: mean","up","real","longitude latitude time","rsus","atmos","day","area: areacella","CMIP5 [day] ((isd.002))",,"53","70bf79db957daa3b82413da949233ac7","AerChemMIP,CFMIP,CORDEX,DAMIP,GMMIP,HighResMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DECK,GMMIP,HighResMIP,ScenarioMIP,VolMIP","bab65ad4-e5dd-11e5-8482-ac72891c3257","x",1,"False","x","x","UM:1","lo-la-ti__rsus","m01s01i201,m01s01i235"
