"priority","long_name","units","description","comment","name","standard_name","cell_methods","positive","type","dimensions","out_name","modeling_realm","frequency","cell_measures","prov","provNote","rowIndex","vid","MIPs (requesting)","MIPs (by experiment)","uid","AWI","CNRM","CMCC","ECEarth","MPI","METOFFICE","MO_key","STASH"
"0","Heat Flux Correction","W m-2",,,"hfcorr","heat_flux_correction","time: mean area: mean where sea","down","real","longitude latitude time","hfcorr","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))",,"0","0312fb7cbaaff353e66b17c21fb13482","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa6beda-e5dd-11e5-8482-ac72891c3257","False","False","False","False","False","False","lo-la-ti_a:m-sea_hfcorr",
"0","Surface Downward X Stress Correction","N m-2","This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.","This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.","tauucorr","surface_downward_x_stress_correction","time: mean area: mean where sea","down","real","longitude latitude time","tauucorr","ocean","mon",,"CMIP6 [OMIP] ((isd.001))",,"0","06942529e05aac1e9a39ca1f5737af2f","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,ScenarioMIP,VolMIP","baa6d78a-e5dd-11e5-8482-ac72891c3257","False","False","False","False","False","False","lo-la-ti_a:m-sea_tauucorr",
"1 (0)","Surface Downward X Stress","N m-2","This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.","This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.","tauuo","surface_downward_x_stress","time: mean area: mean where sea","down","real","longitude latitude time","tauuo","ocean","mon",,"CMIP6 [OMIP] ((isd.001))",,"0","d1cfe9e20a66d3e922554248677efaba","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,ScenarioMIP,VolMIP","baa6cf38-e5dd-11e5-8482-ac72891c3257","False","False","False","False","x","NEMO:1","lo-la-ti_a:m-sea_tauuo",
"0","Surface Downward Y Stress Correction","N m-2","This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.","This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.","tauvcorr","surface_downward_y_stress_correction","time: mean area: mean where sea","down","real","longitude latitude time","tauvcorr","ocean","mon",,"CMIP6 [OMIP] ((isd.001))",,"0","ab495084beb82a29c24bf6c226fd0e57","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,ScenarioMIP,VolMIP","baa6dbb8-e5dd-11e5-8482-ac72891c3257","False","False","False","False","False","False","lo-la-ti_a:m-sea_tauvcorr",
"1 (0)","Surface Downward Y Stress","N m-2","This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.","This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.","tauvo","surface_downward_y_stress","time: mean area: mean where sea","down","real","longitude latitude time","tauvo","ocean","mon",,"CMIP6 [OMIP] ((isd.001))",,"0","593ed46e925a8bce9de9eb47f5e72632","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,ScenarioMIP,VolMIP","baa6d366-e5dd-11e5-8482-ac72891c3257","False","False","False","False","x","NEMO:1","lo-la-ti_a:m-sea_tauvo",
"0","Virtual Salt Flux Correction","kg m-2 s-1","It is set to zero in models which receive a real water flux.","It is set to zero in models which receive a real water flux.","vsfcorr","virtual_salt_flux_correction","time: mean area: mean where sea",,"real","longitude latitude time","vsfcorr","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))",,"0","87fbc4126ce4daecf084edf9ad1f4aaf","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,ScenarioMIP,VolMIP","baa65eae-e5dd-11e5-8482-ac72891c3257","False","False","False","False","False","False","lo-la-ti_a:m-sea_vsfcorr",
"0","Water Flux Correction","kg m-2 s-1","Positive flux implies correction adds water to ocean.","Positive flux implies correction adds water to ocean.","wfcorr","water_flux_correction","time: mean area: mean where sea","down","real","longitude latitude time","wfcorr","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))",,"0","604242476d85346b48bd6d791ed05583","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa63dd4-e5dd-11e5-8482-ac72891c3257","False","False","False","False","False","False","lo-la-ti_a:m-sea_wfcorr",
"1","Moles Per Unit Mass of CFC-11 in Sea Water","mol kg-1",,,"cfc11","moles_of_cfc11_per_unit_mass_in_sea_water","time: mean",,"real","longitude latitude olevel time","cfc11","ocean","mon","area: areacello volume: volcello","CMIP6 [OMIP] ((isd.001))","chem","3","42625c97b8fe75124a345962c4430982","AerChemMIP,CFMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","ba9ad9c6-e5dd-11e5-8482-ac72891c3257","False","False","False","False","False","False","lo-la-ol-ti__cfc11",
"1","Sea Water Mass","kg","Total mass of liquid seawater. For Boussinesq models, report this diagnostic as Boussinesq reference density times total volume.","Total mass of liquid seawater. For Boussinesq models, report this diagnostic as Boussinesq reference density times total volume.","masso","sea_water_mass","time: mean area: sum where sea",,"real","time","masso","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys","3","7619324f698659657f466d5dc6660b9d","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa4f730-e5dd-11e5-8482-ac72891c3257","False",1,"x","x","x","NEMO:1","ti_a:sum_masso",
"1","Sea Water Pressure at Sea floor","Pa",,,"pbo","sea_water_pressure_at_sea_floor","time: mean",,"real","longitude latitude time","pbo","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","4","3ed1667233f6ae4fe3c5ff93cd2de2f3","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa4fb54-e5dd-11e5-8482-ac72891c3257","False",1,"x","x","x","NEMO:1","lo-la-ti__pbo",
"1","Sea Water Pressure at Sea Water Surface","Pa",,,"pso","sea_water_pressure_at_sea_water_surface","time: mean",,"real","longitude latitude time","pso","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","5","d94709e6b579bccccccc914ba3531feb","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa4ff96-e5dd-11e5-8482-ac72891c3257","False","False","False","False","False","False","lo-la-ti__pso",
"1","Sea Water Volume","m3","Total volume of liquid seawater.","Total volume of liquid seawater.","volo","sea_water_volume","time: mean area: sum where sea",,"real","time","volo","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys","6","a86d0b2abcfe5055d91478b5c771bf34","AerChemMIP,DAMIP,DCPP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DCPP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa503ce-e5dd-11e5-8482-ac72891c3257","False",1,"x","x","x","NEMO:1","ti_a:sum_volo",
"1","Sea Surface Height Above Geoid","m","This is the dynamic sea level, so should have zero global area mean. It should not include inverse barometer depressions from sea ice.","This is the dynamic sea level, so should have zero global area mean. It should not include inverse barometer depressions from sea ice.","zos","sea_surface_height_above_geoid","time: mean",,"real","longitude latitude time","zos","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","7","7539774a693b6a99db7e174343a488bd","AerChemMIP,DAMIP,DCPP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DCPP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa507f2-e5dd-11e5-8482-ac72891c3257","False",1,"x","x","x","NEMO:1","lo-la-ti__zos",
"1 (3)","Square of Sea Surface Height Above Geoid","m2","Surface ocean geoid defines z=0.","Surface ocean geoid defines z=0.","zossq","square_of_sea_surface_height_above_geoid","time: mean",,"real","longitude latitude time","zossq","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","8","f7658de98a4b03f947f0ffb19eeca1fd","AerChemMIP,DAMIP,DCPP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DCPP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa50c2a-e5dd-11e5-8482-ac72891c3257","False","False","False","False","x","NEMO:1","lo-la-ti__zossq",
"1","Global Average Thermosteric Sea Level Change","m","There is no CMIP6 request for zosga nor zossga.","There is no CMIP6 request for zosga nor zossga.","zostoga","global_average_thermosteric_sea_level_change","time: mean area: mean where sea",,"real","time","zostoga","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys","9","69c17331aebbebfc295d5b7af7f0ef8b","AerChemMIP,DAMIP,DCPP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DCPP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa51058-e5dd-11e5-8482-ac72891c3257","False",1,"x","False","False","NEMO:possible","ti_a:m-sea_zostoga",
"1","Ocean Grid-Cell Mass per area","kg/m2","Tracer grid-cell mass per unit area used for computing tracer budgets. For Boussinesq models with static ocean grid cell thickness, masscello = rhozero*thickcello, where thickcello is static cell thickness and rhozero is constant Boussinesq reference density. More generally, masscello is time dependent and reported as part of Omon.","For Boussinesq models, report this diagnostic as Boussinesq reference density times grid celll volume.","masscello","sea_water_mass_per_unit_area","time: mean",,"real","longitude latitude olevel time","masscello","ocean","mon","area: areacello volume: volcello","CMIP6 [OMIP] ((isd.001))","phys","10","9122e7b627c429163fd0857dc366e14e","AerChemMIP,CFMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa5147c-e5dd-11e5-8482-ac72891c3257","False",1,"False","False","False","NEMO:1","lo-la-ol-ti__masscello",
"1","Ocean Model Cell Thickness","m",,,"thkcello","cell_thickness","time: mean",,"real","longitude latitude olevel time","thkcello","ocean","mon","area: areacello volume: volcello","CMIP6 [OMIP] ((isd.001))","phys","11","5aea9677ebbb40076a0e0b3b11fdb46f","AerChemMIP,CFMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa518c8-e5dd-11e5-8482-ac72891c3257","False",1,"x","False","x","NEMO:1","lo-la-ol-ti__thkcello",
"1","Sea Water Potential Temperature","degree_C","Diagnostic should be contributed even for models using conservative temperature as prognostic field.","Diagnostic should be contributed even for models using conservative temperature as prognostic field.","thetao","sea_water_potential_temperature","time: mean",,"real","longitude latitude olevel time","thetao","ocean","mon","area: areacello volume: volcello","CMIP6 [OMIP] ((isd.001))","phys","12","cf53bdf4168a9107354d059ff39b5753","AerChemMIP,CFMIP,DAMIP,DCPP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DCPP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa51d00-e5dd-11e5-8482-ac72891c3257","False",1,"x","x","x","NEMO:1","lo-la-ol-ti__thetao",
"1","Global Average Sea Water Potential Temperature","degree_C","Diagnostic should be contributed even for models using conservative temperature as prognostic field","Diagnostic should be contributed even for models using conservative temperature as prognostic field","thetaoga","sea_water_potential_temperature","time: mean area: mean where sea",,"real","time","thetaoga","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys","13","f0280734103f054b10012331ab1c0459","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa52138-e5dd-11e5-8482-ac72891c3257","False",1,"x","x","x","NEMO:1","ti_a:m-sea_thetaoga",
"1 (1)","Sea Surface Temperature","degree_C","this may differ from ""surface temperature"" in regions of sea ice.","This may differ from ""surface temperature"" in regions of sea ice.For models using conservative temperature as prognostic field, they should report the SST as surface potential temperature, which is same as the surface in situ temperature.","tos","sea_surface_temperature","time: mean",,"real","longitude latitude time","tos","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","16","0e5d376315a376cd2b1e37f440fe43d3","AerChemMIP,DAMIP,DCPP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DCPP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa52de0-e5dd-11e5-8482-ac72891c3257","x","False","x","False","x","NEMO:1","lo-la-ti__tos",
"3","Square of Sea Surface Temperature","degree_C2","square of temperature of liquid ocean, averaged over the day.",,"tossq","square_of_sea_surface_temperature","time: mean",,"real","longitude latitude time","tossq","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","20","d1b497a4f7f4cb666757ec97d152079e","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa53ee8-e5dd-11e5-8482-ac72891c3257","False","False","x","False","x","NEMO:1","lo-la-ti__tossq",
"1","Sea Water Salinity","0.001",,,"so","sea_water_salinity","time: mean",,"real","longitude latitude olevel time","so","ocean","mon","area: areacello volume: volcello","CMIP6 [OMIP] ((isd.001))","phys","22","31eb8d2a1ed4d82ef8bebe4227ec90b9","AerChemMIP,CFMIP,DAMIP,DCPP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DCPP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa5491a-e5dd-11e5-8482-ac72891c3257","False",1,"x","x","x","NEMO:1","lo-la-ol-ti__so",
"1","Global Mean Sea Water Salinity","0.001",,,"soga","sea_water_salinity","time: mean area: mean where sea",,"real","time","soga","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys","23","e6c345fa8ddd98d9834116333c2ee901","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa55086-e5dd-11e5-8482-ac72891c3257","False",1,"x","x","x","NEMO:1","ti_a:m-sea_soga",
"1 (1)","Sea Surface Salinity","0.001",,,"sos","sea_surface_salinity","time: mean",,"real","longitude latitude time","sos","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","24","74a9891bcab2667dbcb66574c6370c86","AerChemMIP,DAMIP,DCPP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DCPP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa557f2-e5dd-11e5-8482-ac72891c3257","x","False","False","False","x","NEMO:1","lo-la-ti__sos",
"1 (1)","Sea Water Age Since Surface Contact","yr","Time elapsed since water was last in surface layer of the ocean.",,"agessc","sea_water_age_since_surface_contact","time: mean",,"real","longitude latitude olevel time","agessc","ocean","mon","area: areacello volume: volcello","CMIP6 [OMIP] ((isd.001))","phys","27","1bb6dca6b08a4e887ded8a455ef04941","AerChemMIP,CFMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa56de6-e5dd-11e5-8482-ac72891c3257","False","False","False","False","False","NEMO: Possible but expensive","lo-la-ol-ti__agessc",
"1 (1)","Ocean Barotropic Mass Streamfunction","kg s-1","Streamfunction or its approximation for free surface models. See OMDP document for details.","Streamfunction or its approximation for free surface models. See OMDP document for details.","msftbarot","ocean_barotropic_mass_streamfunction","time: mean",,"real","longitude latitude time","msftbarot","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","28","5edcb9a162e51d0a2c8d42a75bed04ef","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa57250-e5dd-11e5-8482-ac72891c3257","False","False","False","False","x","NEMO: Possible","lo-la-ti__msftbarot",
"1 (2)","Ocean Mixed Layer Thickness Defined by Sigma T","m","Sigma T is potential density referenced to ocean surface.","Sigma T is potential density referenced to ocean surface.","mlotst","ocean_mixed_layer_thickness_defined_by_sigma_t","time: mean",,"real","longitude latitude time","mlotst","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","29","b1ac17c786f782027deb9a5985ad106e","AerChemMIP,DAMIP,DCPP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DCPP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa57688-e5dd-11e5-8482-ac72891c3257","False","False","False","False","x","NEMO:1","lo-la-ti__mlotst",
"3","Square of Ocean Mixed Layer Thickness Defined by Sigma T","m2",,,"mlotstsq","square_of_ocean_mixed_layer_thickness_defined_by_sigma_t","time: mean",,"real","longitude latitude time","mlotstsq","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","30","1c502fa4d453b20feafa63a862eaeb57","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa57ac0-e5dd-11e5-8482-ac72891c3257","False","False","False","False","x","NEMO:1","lo-la-ti__mlotstsq",
"1","Sea Water X Velocity","m s-1","Prognostic x-ward velocity component resolved by the model.","Prognostic x-ward velocity component resolved by the model.","uo","sea_water_x_velocity","time: mean",,"real","longitude latitude olevel time","uo","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys","33","1ed3e3be3675e589a5327ce82016ab72","AerChemMIP,CFMIP,DAMIP,DCPP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,PMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DCPP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,PMIP,ScenarioMIP,VolMIP","baa586e6-e5dd-11e5-8482-ac72891c3257","False",1,"x","x","x","NEMO:1","lo-la-ol-ti__uo",
"1","Sea Water Y Velocity","m s-1","Prognostic x-ward velocity component resolved by the model.","Prognostic x-ward velocity component resolved by the model.","vo","sea_water_y_velocity","time: mean",,"real","longitude latitude olevel time","vo","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys","34","3e3ddc77800e7d421834b9cb808602d7","AerChemMIP,CFMIP,DAMIP,DCPP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,PMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DCPP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,PMIP,ScenarioMIP,VolMIP","baa58b1e-e5dd-11e5-8482-ac72891c3257","False",1,"x","x","x","NEMO:1","lo-la-ol-ti__vo",
"1","Upward Ocean Mass Transport","kg s-1","Upward mass transport from resolved and parameterized advective transport.","Upward mass transport from resolved and parameterized advective transport.","wmo","upward_ocean_mass_transport","time: mean",,"real","longitude latitude olevel time","wmo","ocean","mon","area: areacello volume: volcello","CMIP6 [OMIP] ((isd.001))","phys","35","05b30c1e249f6854ffc0b3f7676eed73","AerChemMIP,CFMIP,DAMIP,DCPP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DCPP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,ScenarioMIP,VolMIP","baa58f74-e5dd-11e5-8482-ac72891c3257","False",1,"x","x","x","NEMO:1","lo-la-ol-ti__wmo",
"2","Ocean Mass X Transport","kg s-1","X-ward mass transport from resolved and parameterized advective transport.","X-ward mass transport from resolved and parameterized advective transport.","umo","ocean_mass_x_transport","time: mean",,"real","longitude latitude olevel time","umo","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys","36","2f074f3417a26ad322b96dd0b6c21e09","AerChemMIP,CFMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,ScenarioMIP,VolMIP","baa5942e-e5dd-11e5-8482-ac72891c3257","False","False","x","False","x","NEMO:1","lo-la-ol-ti__umo",
"2","Ocean Mass Y Transport","kg s-1","Y-ward mass transport from resolved and parameterized advective transport.","Y-ward mass transport from resolved and parameterized advective transport.","vmo","ocean_mass_y_transport","time: mean",,"real","longitude latitude olevel time","vmo","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys","37","f7fdcc15d14c0066a9590e4bce820056","AerChemMIP,CFMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,ScenarioMIP,VolMIP","baa598c0-e5dd-11e5-8482-ac72891c3257","False","False","x","False","x","NEMO:1","lo-la-ol-ti__vmo",
"1 (1)","Ocean Meridional Overturning Mass Streamfunction","kg s-1","Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized.","Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized.","msftmyz","ocean_meridional_overturning_mass_streamfunction","time: mean longitude: mean",,"real","latitude olevel basin time","msftmyz","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys","38","fe8d7416c92bdae56503590599286800","AerChemMIP,DAMIP,DCPP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,PMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DCPP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,PMIP,ScenarioMIP,VolMIP","baa59d48-e5dd-11e5-8482-ac72891c3257","False","False","False","False","x","False","la-ol-b-ti__msftmyz",
"1 (1)","Ocean Y Overturning Mass Streamfunction","kg s-1","Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized.","Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized.","msftyyz","ocean_y_overturning_mass_streamfunction","time: mean longitude: mean",,"real","latitude olevel basin time","msftyyz","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys","40","59cc645887ed0a072bb553283e15f732","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,ScenarioMIP,VolMIP","baa5a662-e5dd-11e5-8482-ac72891c3257","False","False","False","False","False","NEMO: post process","la-ol-b-ti__msftyyz",
"1 (1)","Northward Ocean Heat Transport","W","Contains contributions from all physical processes affecting the northward heat transport, including resolved advection, parameterized advection, lateral diffusion, etc. Diagnosed here as a function of latitude and basin.   Use Celsius for temperature scale.","Contains contributions from all physical processes affecting the northward heat transport, including resolved advection, parameterized advection, lateral diffusion, etc. Diagnosed here as a function of latitude and basin.   Use Celsius for temperature scale.","hfbasin","northward_ocean_heat_transport","time: mean",,"real","latitude basin time","hfbasin","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys","48","1f5bb8c9dd54043a9d5f71dfe38f5a19","AerChemMIP,DAMIP,DCPP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,PMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DCPP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,PMIP,ScenarioMIP,VolMIP","baa5c87c-e5dd-11e5-8482-ac72891c3257","False","False","False","False","False","NEMO: post process","la-b-ti__hfbasin",
