"priority","long_name","units","description","comment","name","standard_name","cell_methods","positive","type","dimensions","out_name","modeling_realm","frequency","cell_measures","prov","provNote","rowIndex","vid","MIPs (requesting)","MIPs (by experiment)","uid","AWI","CNRM","CMCC","ECEarth","MPI","METOFFICE","MO_key","STASH"
"1","Heat Flux into Sea Water due to Sea Ice Thermodynamics","W m-2",,,"hfsithermds","heat_flux_into_sea_water_due_to_sea_ice_thermodynamics","time: mean area: mean where sea",,"real","longitude latitude time","hfsithermds2d","ocean seaIce","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","98","3c3c5dd123549a30b16629372383b8ba","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa69d60-e5dd-11e5-8482-ac72891c3257","False",1,"False","False","False","False","lo-la-ti_a:m-sea_hfsithermds2d",
"2","Heat Flux into Sea Water due to Iceberg Thermodynamics","W m-2",,,"hfibthermds","heat_flux_into_sea_water_due_to_iceberg_thermodynamics","time: mean area: mean where sea",,"real","longitude latitude olevel time","hfibthermds","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","100","bd938fec017c18d3eee106db55f924c5","AerChemMIP,CFMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa6a18e-e5dd-11e5-8482-ac72891c3257","False","False","False","False","False","False","lo-la-ol-ti_a:m-sea_hfibthermds",
"2","Heat Flux into Sea Water due to Iceberg Thermodynamics","W m-2",,,"hfibthermds","heat_flux_into_sea_water_due_to_iceberg_thermodynamics","time: mean area: mean where sea",,"real","longitude latitude time","hfibthermds2d","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","100","bd938fec017c18d3eee106db55f924c5","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa6a5bc-e5dd-11e5-8482-ac72891c3257","False","False","False","False","False","False","lo-la-ti_a:m-sea_hfibthermds2d",
"1 (2)","Surface Net Downward Longwave Radiation","W m-2","This is defined as ""where ice_free_sea over sea""","This is defined as ""where ice_free_sea over sea""","rlntds","surface_net_downward_longwave_flux","time: mean area: mean where ice_free_sea over sea","down","real","longitude latitude time","rlds","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","102","b16fab4e82317586d4bc72d786a6a1db","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa6a9ea-e5dd-11e5-8482-ac72891c3257","False","False","x","False","False","False","lo-la-ti_a:m-ice-free_rlds",
"2","Surface Upward Latent Heat Flux","W m-2",,"This is defined as ""where ice_free_sea over sea""","hfls","surface_upward_latent_heat_flux","time: mean area: mean where ice_free_sea over sea","down","real","longitude latitude time","hfls","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","103","95cbf6ac889c8fe7d92e20e8c34960d1","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa6ae0e-e5dd-11e5-8482-ac72891c3257","False","False","x","False","False","False","lo-la-ti_a:m-ice-free_hfls",
"2","Surface Downward Sensible Heat Flux","W m-2","This is defined as ""where ice_free_sea over sea""","This is defined as ""where ice_free_sea over sea""","hfsso","surface_downward_sensible_heat_flux","time: mean area: mean where ice_free_sea over sea","down","real","longitude latitude time","hfss","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","104","e60a812c3a4351f1747a8bf9fb48aec8","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa6b23c-e5dd-11e5-8482-ac72891c3257","False","False","x","False","False","False","lo-la-ti_a:m-ice-free_hfss",
"1 (2)","Net Downward Shortwave Radiation at Sea Water Surface","W m-2","This is the flux into the surface of liquid sea water only. This excludes shortwave flux absorbed by sea ice, but includes any light that passes through the ice and is absorbed by the ocean.","This is the flux into the surface of liquid sea water only. This excludes shortwave flux absorbed by sea ice, but includes any light that passes through the ice and is absorbed by the ocean.","rsntds","net_downward_shortwave_flux_at_sea_water_surface","time: mean area: mean where sea","down","real","longitude latitude time","rsntds","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","105","1ace52320dc433dd648bb3dfbfc79935","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa6b66a-e5dd-11e5-8482-ac72891c3257","False","False","x","False","x","False","lo-la-ti_a:m-sea_rsntds",
"2","Downwelling Shortwave Radiation in Sea Water","W m-2",,,"rsdo","downwelling_shortwave_flux_in_sea_water","time: mean area: mean where sea","down","real","longitude latitude olevel time","rsdo","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","106","749bcc09df8dd3d042e7954b42970906","CFMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,VolMIP","CFMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","baa6ba98-e5dd-11e5-8482-ac72891c3257","False","False","x","False","x","NEMO:1","lo-la-ol-ti_a:m-sea_rsdo",
"1","Downward Heat Flux at Sea Water Surface","W m-2","This is the net flux of heat entering the liquid water column through its upper surface (excluding any ""flux adjustment"") .","This is the net flux of heat entering the liquid water column through its upper surface (excluding any ""flux adjustment"") .","hfds","surface_downward_heat_flux_in_sea_water","time: mean area: mean where sea","down","real","longitude latitude time","hfds","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","108","db14915fa8f71225f7775d0d922197ec","AerChemMIP,DAMIP,DCPP,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DCPP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,OMIP,PMIP,ScenarioMIP,VolMIP","baa6c33a-e5dd-11e5-8482-ac72891c3257","False",2,"False","x","x","NEMO:1","lo-la-ti_a:m-sea_hfds",
"1","Depth Below Geoid of Ocean Layer","m",,,"zfull","depth_below_geoid","time: mean area: mean where sea",,"real","longitude latitude olevel time","zfull","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","121","44471dd9799293cef70ac63fcdd2476e","AerChemMIP,CFMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,ScenarioMIP,VolMIP","baa6f77e-e5dd-11e5-8482-ac72891c3257","False","False","False","x","False","NEMO:1","lo-la-ol-ti_a:m-sea_zfull",
"1","Depth Below Geoid of Interfaces Between Ocean Layers","m",,,"zhalf","depth_below_geoid","time: mean area: mean where sea",,"real","longitude latitude olevel time","zhalf","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys","122","e4f788872546d474c64f89798a4cb8cb","AerChemMIP,CFMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,ScenarioMIP,VolMIP","baa6fba2-e5dd-11e5-8482-ac72891c3257","False",1,"False","x","False","NEMO:1","lo-la-ol-ti_a:m-sea_zhalf",
1,"Sea Water Conservative Temperature","degree_C","Diagnostic should be contributed only for models using conservative temperature as prognostic field.","Diagnostic should be contributed only for models using conservative temperature as prognostic field.","bigthetao","sea_water_conservative_temperature","time: mean",,"real","longitude latitude olevel time  ","bigthetao","ocean","mon","area: areacello volume: volcello","CMIP6 [OMIP] ((isd.001))","phys",14,"4bccb8dcdb0ffe97dc89475c91ed66cc","AerChemMIP,DAMIP,FAFMIP,GMMIP,GeoMIP,OMIP,VolMIP","AerChemMIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,OMIP,ScenarioMIP,VolMIP","baa5255c-e5dd-11e5-8482-ac72891c3257",,,,,,"False",,
"1","northward ocean heat transport due to parameterized mesoscale advection","W","Contributions to heat transport from parameterized mesoscale eddy-induced advective transport. Diagnosed here as a function of latitude and basin.  Use Celsius for temperature scale.","Contributions to heat transport from parameterized mesoscale eddy-induced advective transport. Diagnosed here as a function of latitude and basin.  Use Celsius for temperature scale.","hfbasinpmadv","northward_ocean_heat_transport_due_to_parameterized_mesoscale_advection","time: mean",,"real","latitude basin time  ","hfbasinpmadv","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys","49","32cbc6ae59c0abfe8e9c526e548452cc","DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","baa5ccb4-e5dd-11e5-8482-ac72891c3257",,,,,,"False",,
"1","northward ocean heat transport due to parameterized mesoscale diffusion","W","Contributions to heat transport from parameterized mesoscale eddy-induced diffusive transport (i.e., neutral diffusion). Diagnosed here as a function of latitude and basin.","Contributions to heat transport from parameterized mesoscale eddy-induced diffusive transport (i.e., neutral diffusion). Diagnosed here as a function of latitude and basin.","hfbasinpmdiff","northward_ocean_heat_transport_due_to_parameterized_mesoscale_diffusion","time: mean",,"real","latitude basin time  ","hfbasinpmdiff","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys","50","88f1496a06008de969d5913384e6cb17","DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","baa5d0ec-e5dd-11e5-8482-ac72891c3257",,,,,,"False",,
"1","northward ocean heat transport due to parameterized submesoscale advection","W","Contributions to heat transport from parameterized mesoscale eddy-induced advective transport. Diagnosed here as a function of latitude and basin.  Use Celsius for temperature scale.","Contributions to heat transport from parameterized mesoscale eddy-induced advective transport. Diagnosed here as a function of latitude and basin.  Use Celsius for temperature scale.","hfbasinpsmadv","northward_ocean_heat_transport_due_to_parameterized_submesoscale_advection","time: mean",,"real","latitude basin time  ","hfbasinpsmadv","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys","51","cfc72744e73c1f6116661e251316c04f","DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","baa5d524-e5dd-11e5-8482-ac72891c3257",,,,,,"False",,
"1","northward ocean heat transport due to parameterized eddy advection","W","Contributions to heat transport from parameterized eddy-induced advective transport due to any subgrid advective process. Diagnosed here as a function of latitude and basin.  Use Celsius for temperature scale.","Contributions to heat transport from parameterized eddy-induced advective transport due to any subgrid advective process. Diagnosed here as a function of latitude and basin.  Use Celsius for temperature scale.","hfbasinpadv","northward_ocean_heat_transport_due_to_parameterized_eddy_advection","time: mean",,"real","latitude basin time  ","hfbasinpadv","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys","52","2e3e882a650986c1fdc5df05f5f10263","DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","baa5d952-e5dd-11e5-8482-ac72891c3257",,,,,,"False",,
1,"Ocean Meridional Overturning Mass Streamfunction","kg s-1","Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized.","Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized.","msftmrho","ocean_meridional_overturning_mass_streamfunction","time: mean longitude: mean",,"real","latitude rho basin time  ","msftmrho","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys",39,"faeffb2438794e8400143533d61d1623","DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","baa5a1da-e5dd-11e5-8482-ac72891c3257",,,,,,"False",,
1,"ocean meridional overturning mass streamfunction due to parameterized mesoscale advection","kg s-1","CMIP5 called this ""due to Bolus Advection"".  Name change respects the more general physics of the mesoscale parameterizations.","CMIP5 called this ""due to Bolus Advection"".  Name change respects the more general physics of the mesoscale parameterizations.","msftmrhompa","ocean_meridional_overturning_mass_streamfunction_due_to_parameterized_mesoscale_advection","time: mean longitude: mean",,"real","latitude rho basin time  ","msftmrhompa","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys",43,"54bc1fc90fca4b22cd73cc18e3f6ec07","DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","baa5b364-e5dd-11e5-8482-ac72891c3257",,,,,,"False",,
1,"ocean meridional overturning mass streamfunction due to parameterized mesoscale advection","kg s-1","CMIP5 called this ""due to Bolus Advection"".  Name change respects the more general physics of the mesoscale parameterizations.","CMIP5 called this ""due to Bolus Advection"".  Name change respects the more general physics of the mesoscale parameterizations.","msftmzmpa","ocean_meridional_overturning_mass_streamfunction_due_to_parameterized_mesoscale_advection","time: mean longitude: mean",,"real","latitude olevel basin time  ","msftmzmpa","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys",42,"bd75f065fbaddd5d92f4767c6d6baaff","DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","baa5af36-e5dd-11e5-8482-ac72891c3257",,,,,,"False",,
1,"ocean meridional overturning mass streamfunction due to parameterized submesoscale advection","kg s-1","Report only if there is a submesoscale eddy parameterization.","Report only if there is a submesoscale eddy parameterization.","msftmzsmpa","ocean_meridional_overturning_mass_streamfunction_due_to_parameterized_submesoscale_advection","time: mean longitude: mean",,"real","latitude olevel basin time  ","msftmzsmpa","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys",46,"136d81b44d45d8f7c549469ff69a74a7","DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","baa5c020-e5dd-11e5-8482-ac72891c3257",,,,,,"False",,
1,"Ocean Y Overturning Mass Streamfunction","kg s-1","Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized.","Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized.","msftyrho","ocean_y_overturning_mass_streamfunction","time: mean longitude: mean",,"real","latitude rho basin time  ","msftyrho","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys",41,"29a3aaf848070fb8ff4ecb7aa2dfa2eb","DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","baa5aafe-e5dd-11e5-8482-ac72891c3257",,,,,,"NEMO: 1",,
1,"ocean Y overturning mass streamfunction due to parameterized mesoscale advection","kg s-1","CMIP5 called this ""due to Bolus Advection"".  Name change respects the more general physics of the mesoscale parameterizations.","CMIP5 called this ""due to Bolus Advection"".  Name change respects the more general physics of the mesoscale parameterizations.","msftyrhompa","ocean_y_overturning_mass_streamfunction_due_to_parameterized_mesoscale_advection","time: mean longitude: mean",,"real","latitude rho basin time  ","msftyrhompa","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys",45,"66a6e45b205b239932b72fa67a6500ed","DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","baa5bbe8-e5dd-11e5-8482-ac72891c3257",,,,,,"False",,
1,"ocean Y overturning mass streamfunction due to parameterized mesoscale advection","kg s-1","CMIP5 called this ""due to Bolus Advection"".  Name change respects the more general physics of the mesoscale parameterizations.","CMIP5 called this ""due to Bolus Advection"".  Name change respects the more general physics of the mesoscale parameterizations.","msftyzmpa","ocean_y_overturning_mass_streamfunction_due_to_parameterized_mesoscale_advection","time: mean longitude: mean",,"real","latitude olevel basin time  ","msftyzmpa","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys",44,"481469b8223841a5382d43e7c6ae204e","DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","baa5b79c-e5dd-11e5-8482-ac72891c3257",,,,,,"False",,
1,"ocean Y overturning mass streamfunction due to parameterized submesoscale advection","kg s-1","Report only if there is a submesoscale eddy parameterization.","Report only if there is a submesoscale eddy parameterization.","msftyzsmpa","ocean_y_overturning_mass_streamfunction_due_to_parameterized_submesoscale_advection","time: mean longitude: mean",,"real","latitude olevel basin time  ","msftyzsmpa","ocean","mon",,"CMIP6 [OMIP] ((isd.001))","phys",47,"2ac2d8645abddc0eb9fe53a7ea680465","DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","baa5c44e-e5dd-11e5-8482-ac72891c3257",,,,,,"NEMO: CHECK",,
1,"integral wrt depth of product of sea water density and prognostic salinity","(kg/m^2)*1e-3","Full column sum of density*cell thickness*prognostic salinity. If the model is Boussinesq, then use Boussinesq reference density for the density factor.","Full column sum of density*cell thickness*prognostic salinity. If the model is Boussinesq, then use Boussinesq reference density for the density factor.","somint","integral_wrt_depth_of_product_of_sea_water_density_and_prognostic_salinity","time: mean",,"real","longitude latitude time  ","somint","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys",26,"180d4bd9a18a9d5ecf3d45690b8e9c75","DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","baa56698-e5dd-11e5-8482-ac72891c3257",,,,,,"NEMO: 1",,
1,"integral wrt depth of product of sea water density and prognostic temperature","(kg/m^2)*C","Full column sum of density*cell thickness*prognostic temperature. If the model is Boussinesq, then use Boussinesq reference density for the density factor.","Full column sum of density*cell thickness*prognostic temperature. If the model is Boussinesq, then use Boussinesq reference density for the density factor.","tomint","integral_wrt_depth_of_product_of_sea_water_density_and_prognostic_temperature","time: mean",,"real","longitude latitude time  ","tomint","ocean","mon","area: areacello","CMIP6 [OMIP] ((isd.001))","phys",18,"93aa8484bd5399920b19acc9f208f664","DAMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,OMIP,VolMIP","baa5368c-e5dd-11e5-8482-ac72891c3257",,,,,,"NEMO: 1",,
