"priority","long_name","units","description","comment","name","standard_name","cell_methods","positive","type","dimensions","out_name","modeling_realm","frequency","cell_measures","prov","provNote","rowIndex","vid","MIPs (requesting)","MIPs (by experiment)","uid","AWI","CNRM","CMCC","ECEarth","MPI","METOFFICE"
"1","Ocean Grid-Cell Volume","m3","grid-cell volume ca. 2000.","grid-cell volume ca. 2000.","volcello","ocean_volume",,"None","real","longitude latitude olevel   ","volcello","ocean","fx",,"CMIP5 [fx] ((isd.002))",,"25","4c69515bfc84c5cb5624e94228f58351","DCPP,PMIP,VIACSAB","AerChemMIP,C4MIP,CFMIP,CMIP6,DAMIP,DCPP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,ISMIP6,PMIP,ScenarioMIP","babcc39c-e5dd-11e5-8482-ac72891c3257",,,,"False",,"False"
