"included","table_id","priority","long_name","units","comment","questions & notes","out_name","standard_name","uncinfirmed or proposed standard name","unformatted units","cell_methods","valid_min","valid_max","ok_min_mean_abs","ok_max_mean_abs","positive","dimensions","type","name","modeling_realm","frequency","cell_measures","flag_values","flag_meanings","OMIP priority","OMIP override"
"1","Amon","1","Mass Fraction of Cloud Ice","1","Includes both large-scale and convective cloud.  This is calculated as the mass of cloud ice in the grid cell divided by the mass of air (including the water in all phases) in the grid cell. It includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.","None","cli","mass_fraction_of_cloud_ice_in_air","None","1","time: mean","","","","","","longitude latitude alevel time","real","cli","atmos","mon","area: areacella","None","None","",""
"0","Amon","1","Convective Mass Flux","kg m-2 s-1","The net mass flux should represent the difference between the updraft and downdraft components.  The flux is computed as the mass divided by the area of the grid cell.","None","mc","atmosphere_net_upward_convective_mass_flux","None","kg m-2 s-1","time: mean","","","","","up","longitude latitude alevhalf time","real","mc","atmos","mon","area: areacella","None","None","",""
"1","Amon","1","Air Temperature","K","","None","ta","air_temperature","None","K","time: mean","","","","","","longitude latitude plevs time","real","ta","atmos","mon","area: areacella","None","None","",""
"1","Amon","1","Eastward Wind","m s-1","","None","ua","eastward_wind","None","m s-1","time: mean","","","","","","longitude latitude plevs time","real","ua","atmos","mon","","None","None","",""
"1","Amon","1","Northward Wind","m s-1","","None","va","northward_wind","None","m s-1","time: mean","","","","","","longitude latitude plevs time","real","va","atmos","mon","","None","None","",""
"1","Amon","1","Specific Humidity","1","","None","hus","specific_humidity","None","1","time: mean","","","","","","longitude latitude plevs time","real","hus","atmos","mon","area: areacella","None","None","",""
"1","Amon","1","Relative Humidity","%","This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.","None","hur","relative_humidity","None","%","time: mean","","","","","","longitude latitude plevs time","real","hur","atmos","mon","area: areacella","None","None","",""
"1","Amon","1","omega (=dp/dt)","Pa s-1","commonly referred to as ""omega"", this represents the vertical component of velocity in pressure coordinates (positive down)","None","wap","lagrangian_tendency_of_air_pressure","None","Pa s-1","time: mean","","","","","","longitude latitude plevs time","real","wap","atmos","mon","area: areacella","None","None","",""
"1","Amon","1","Geopotential Height","m","","None","zg","geopotential_height","None","m","time: mean","","","","","","longitude latitude plevs time","real","zg","atmos","mon","area: areacella","None","None","",""
"0","Amon","1","Pressure on Model Levels","Pa","","None","pfull","air_pressure","None","Pa","time: mean within years time: mean over years","","","","","","longitude latitude alevel time2","real","pfull","atmos","monClim","area: areacella","None","None","",""
"0","Amon","1","Pressure on Model Half-Levels","Pa","","None","phalf","air_pressure","None","Pa","time: mean within years time: mean over years","","","","","","longitude latitude alevhalf time2","real","phalf","atmos","monClim","area: areacella","None","None","",""
"1","Omon","1","Sea Water Mass","kg","","None","masso","sea_water_mass","None","kg","time: mean area: sum where sea","","","","","","time","real","masso","ocean","mon","","None","None","",""
"1","Omon","1","Sea Water Pressure at Sea floor","dbar","","None","pbo","sea_water_pressure_at_sea_floor","None","dbar","time: mean","","","","","","longitude latitude time","real","pbo","ocean","mon","area: areacello","None","None","",""
"1","Omon","1","Sea Water Volume","m3","","None","volo","sea_water_volume","None","m3","time: mean area: sum where sea","","","","","","time","real","volo","ocean","mon","","None","None","",""
"1","Omon","1","Sea Surface Height Above Geoid","m","","None","zos","sea_surface_height_above_geoid","None","m","time: mean","","","","","","longitude latitude time","real","zos","ocean","mon","area: areacello","None","None","",""
"0","Omon","1","Global Average Sea Level Change","m","","None","zosga","global_average_sea_level_change","None","m","time: mean area: mean where sea","","","","","","time","real","zosga","ocean","mon","","None","None","",""
"0","Omon","1","Global Average Steric Sea Level Change","m","","None","zossga","global_average_steric_sea_level_change","None","m","time: mean area: mean where sea","","","","","","time","real","zossga","ocean","mon","","None","None","",""
"0","Omon","1","Global Average Thermosteric Sea Level Change","m","","None","zostoga","global_average_thermosteric_sea_level_change","None","m","time: mean area: mean where sea","","","","","","time","real","zostoga","ocean","mon","","None","None","",""
"0","Omon","1","Sea Water Mass Per Unit Area","kg m-2","","None","masscello","sea_water_mass_per_unit_area","None","kg m-2","time: mean","","","","","","longitude latitude olevel time","real","masscello","ocean","mon","area: areacello volume: volcello","None","None","",""
"0","Omon","1","Ocean Model Cell Thickness","m","","None","thkcello","cell_thickness","None","m","time: mean","","","","","","longitude latitude olevel time","real","thkcello","ocean","mon","area: areacello volume: volcello","None","None","",""
"1","Omon","1","Sea Water Potential Temperature","K","","None","thetao","sea_water_potential_temperature","None","K","time: mean","","","","","","longitude latitude olevel time","real","thetao","ocean","mon","area: areacello volume: volcello","None","None","",""
"1","Omon","1","Global Average Sea Water Potential Temperature","K","","None","thetaoga","sea_water_potential_temperature","None","K","time: mean area: mean where sea","","","","","","time","real","thetaoga","ocean","mon","","None","None","",""
"1","Omon","1","Sea Water Salinity","psu","","None","so","sea_water_salinity","None","psu","time: mean","","","","","","longitude latitude olevel time","real","so","ocean","mon","area: areacello volume: volcello","None","None","",""
"1","Omon","1","Global Mean Sea Water Salinity","psu","","None","soga","sea_water_salinity","None","psu","time: mean area: mean where sea","","","","","","time","real","soga","ocean","mon","","None","None","",""
"1","Omon","1","Sea Water X Velocity","m s-1","","None","uo","sea_water_x_velocity","None","m s-1","time: mean","","","","","","longitude latitude olevel time","real","uo","ocean","mon","","None","None","",""
"1","Omon","1","Sea Water Y Velocity","m s-1","","None","vo","sea_water_y_velocity","None","m s-1","time: mean","","","","","","longitude latitude olevel time","real","vo","ocean","mon","","None","None","",""
"1","Omon","1","Upward Ocean Mass Transport","kg s-1","differs from CMIP3, which only had upward velocity.","None","wmo","upward_ocean_mass_transport","None","kg s-1","time: mean","","","","","","longitude latitude olevel time","real","wmo","ocean","mon","area: areacello volume: volcello","None","None","",""
"1","Omon","1","Square of Upward Ocean Mass Transport","kg2 s-2","","None","wmosq","square_of_upward_ocean_mass_transport","None","kg2 s-2","time: mean","","","","","","longitude latitude olevel time","real","wmosq","ocean","mon","area: areacello volume: volcello","None","None","",""
"0","Omon","1","Water Flux into Sea Water due to Sea Ice Thermodynamics","kg m-2 s-1","computed as the sea ice thermodynamic water flux into the ocean divided by the area of the ocean portion of the grid cell.","None","fsitherm","water_flux_into_sea_water_due_to_sea_ice_thermodynamics","None","kg m-2 s-1","time: mean area: mean where sea","","","","","","longitude latitude time","real","fsitherm","ocean seaIce","mon","area: areacello","None","None","",""
"1","Omon","1","Virtual Salt Flux into Sea Water due to Sea Ice Thermodynamics","kg m-2 s-1","This variable measures the virtual salt flux into sea water due to the melting of sea ice. It is set to zero in models which receive a real water flux.","None","vsfsit","virtual_salt_flux_into_sea_water_due_to_sea_ice_thermodynamics","None","kg m-2 s-1","time: mean area: mean where sea","","","","","","longitude latitude time","real","vsfsit","ocean seaIce","mon","area: areacello","None","None","",""
"1","Omon","1","Downward Sea Ice Basal Salt Flux","kg m-2 s-1","This field is physical, and it arises since sea ice has a nonzero salt content, so it exchanges salt with the liquid ocean upon melting and freezing.","None","sfdsi","downward_sea_ice_basal_salt_flux","None","kg m-2 s-1","time: mean area: mean where sea","","","","","","longitude latitude time","real","sfdsi","ocean seaIce","mon","area: areacello","None","None","",""
"0","Omon","1","Heat Flux into Sea Water due to Frazil Ice Formation","W m-2","","None","hfsifrazil","heat_flux_into_sea_water_due_to_freezing_of_frazil_ice","None","W m-2","time: mean area: mean where sea","","","","","","longitude latitude olevel time","real","hfsifrazil","ocean seaIce","mon","area: areacello","None","None","",""
"0","Omon","1","Heat Flux into Sea Water due to Frazil Ice Formation","W m-2","","None","hfsifrazil2d","heat_flux_into_sea_water_due_to_freezing_of_frazil_ice","None","W m-2","time: mean area: mean where sea","","","","","","longitude latitude time","real","hfsifrazil2d","ocean seaIce","mon","area: areacello","None","None","",""
"1","Omon","1","Heat Flux into Sea Water due to Sea Ice Thermodynamics","W m-2","","None","hfsithermds","heat_flux_into_sea_water_due_to_sea_ice_thermodynamics","None","W m-2","time: mean area: mean where sea","","","","","","longitude latitude olevel time","real","hfsithermds","ocean seaIce","mon","area: areacello","None","None","",""
"0","Omon","1","Heat Flux into Sea Water due to Sea Ice Thermodynamics","W m-2","","None","hfsithermds2d","heat_flux_into_sea_water_due_to_sea_ice_thermodynamics","None","W m-2","time: mean area: mean where sea","","","","","","longitude latitude time","real","hfsithermds2d","ocean seaIce","mon","area: areacello","None","None","",""
"1","Omon","1","Downward Heat Flux at Sea Water Surface","W m-2","This is the net flux of heat entering the liquid water column through its upper surface (excluding any ""flux adjustment"") .","None","hfds","surface_downward_heat_flux_in_sea_water","None","W m-2","time: mean area: mean where sea","","","","","down","longitude latitude time","real","hfds","ocean","mon","area: areacello","None","None","",""
"1","Omon","1","Depth Below Geoid of Ocean Layer","m","","None","zfull","depth_below_geoid","None","m","time: mean area: mean where sea","","","","","","longitude latitude olevel time","real","zfull","ocean","mon","area: areacello","None","None","",""
"1","Omon","1","Depth Below Geoid of Interfaces Between Ocean Layers","m","","None","zhalf","depth_below_geoid","None","m","time: mean area: mean where sea","","","","","","longitude latitude olevel time","real","zhalf","ocean","mon","area: areacello","None","None","",""
"1","Lmon","1","Moisture in Upper Portion of Soil Column","kg m-2","the mass of water in all phases in a thin surface soil layer.","None","mrsos","moisture_content_of_soil_layer","None","kg m-2","time: mean area: mean where land","","","","","","longitude latitude time sdepth1","real","mrsos","land","mon","area: areacella","None","None","",""
"1","Lmon","1","Total Soil Moisture Content","kg m-2","the mass per unit area  (summed over all soil layers) of water in all phases.","None","mrso","soil_moisture_content","None","kg m-2","time: mean area: mean where land","","","","","","longitude latitude time","real","mrso","land","mon","area: areacella","None","None","",""
"1","Lmon","1","Soil Frozen Water Content","kg m-2","the mass (summed over all all layers) of frozen water.","None","mrfso","soil_frozen_water_content","None","kg m-2","time: mean area: mean where land","","","","","","longitude latitude time","real","mrfso","land landIce","mon","area: areacella","None","None","",""
"1","Lmon","1","Surface Runoff","kg m-2 s-1","the total surface runoff leaving the land portion of the grid cell.","None","mrros","surface_runoff_flux","None","kg m-2 s-1","time: mean area: mean where land","","","","","","longitude latitude time","real","mrros","land","mon","area: areacella","None","None","",""
"1","Lmon","1","Total Runoff","kg m-2 s-1","the total runoff (including ""drainage"" through the base of the soil model) leaving the land portion of the grid cell.","None","mrro","runoff_flux","None","kg m-2 s-1","time: mean area: mean where land","","","","","","longitude latitude time","real","mrro","land","mon","area: areacella","None","None","",""
"0","Lmon","1","Evaporation from Canopy","kg m-2 s-1","the canopy evaporation+sublimation (if present in model).","None","evspsblveg","water_evaporation_flux_from_canopy","None","kg m-2 s-1","time: mean area: mean where land","","","","","up","longitude latitude time","real","evspsblveg","land","mon","area: areacella","None","None","",""
"0","Lmon","1","Water Evaporation from Soil","kg m-2 s-1","includes sublimation.","None","evspsblsoi","water_evaporation_flux_from_soil","None","kg m-2 s-1","time: mean area: mean where land","","","","","up","longitude latitude time","real","evspsblsoi","land","mon","area: areacella","None","None","",""
"0","Lmon","1","Transpiration","kg m-2 s-1","","None","tran","transpiration_flux","None","kg m-2 s-1","time: mean area: mean where land","","","","","up","longitude latitude time","real","tran","land","mon","area: areacella","None","None","",""
"1","Lmon","1","Water Content of Soil Layer","kg m-2","in each soil layer, the mass of water in all phases, including ice.  Reported as ""missing"" for grid cells occupied entirely by ""sea""","None","mrlsl","moisture_content_of_soil_layer","None","kg m-2","time: mean area: mean where land","","","","","","longitude latitude sdepth time","real","mrlsl","land","mon","area: areacella","None","None","",""
"0","Lmon","1","Tree Cover Fraction","%","fraction of entire grid cell  that is covered by trees.","None","treeFrac","area_fraction","None","%","time: mean","","","","","","longitude latitude time","real","treeFrac","land","mon","area: areacella","None","None","",""
"0","Lmon","1","Natural Grass Fraction","%","fraction of entire grid cell that is covered by natural grass.","None","grassFrac","area_fraction","None","%","time: mean","","","","","","longitude latitude time","real","grassFrac","land","mon","area: areacella","None","None","",""
"0","Lmon","1","Shrub Fraction","%","fraction of entire grid cell  that is covered by shrub.","None","shrubFrac","area_fraction","None","%","time: mean","","","","","","longitude latitude time","real","shrubFrac","land","mon","area: areacella","None","None","",""
"0","Lmon","1","Crop Fraction","%","fraction of entire grid cell  that is covered by crop.","None","cropFrac","area_fraction","None","%","time: mean","","","","","","longitude latitude time","real","cropFrac","land","mon","area: areacella","None","None","",""
"0","Lmon","1","Anthropogenic Pasture Fraction","%","fraction of entire grid cell  that is covered by anthropogenic pasture.","None","pastureFrac","area_fraction","None","%","time: mean","","","","","","longitude latitude time","real","pastureFrac","land","mon","area: areacella","None","None","",""
"0","Lmon","1","Bare Soil Fraction","%","fraction of entire grid cell  that is covered by bare soil.","None","baresoilFrac","area_fraction","None","%","time: mean","","","","","","longitude latitude time typebare","real","baresoilFrac","land","mon","area: areacella","None","None","",""
"0","Lmon","1","Fraction of Grid Cell that is Land but Neither Vegetation-Covered nor Bare Soil","%","fraction of entire grid cell  that is land and is covered by ""non-vegetation"" and ""non-bare-soil"" (e.g., urban, ice, lakes, etc.)","None","residualFrac","area_fraction","None","%","time: mean","","","","","","longitude latitude time","real","residualFrac","land","mon","area: areacella","None","None","",""
"0","Lmon","1","Burnt Area Fraction","%","fraction of entire grid cell  that is covered by burnt vegetation.","None","burntArea","area_fraction","None","%","time: mean","","","","","","longitude latitude time","real","burntArea","land","mon","area: areacella","None","None","",""
"1","Lmon","1","Leaf Area Index","1","a ratio obtained by dividing the total upper leaf surface area of vegetation by the (horizontal) surface area of the land on which it grows.","None","lai","leaf_area_index","None","1","time: mean area: mean where land","","","","","","longitude latitude time","real","lai","land","mon","area: areacella","None","None","",""
"0","Lmon","1","Carbon Mass Flux out of Atmosphere due to Gross Primary Production on Land","kg m-2 s-1","","None","gpp","gross_primary_productivity_of_carbon","None","kg m-2 s-1","time: mean area: mean where land","","","","","down","longitude latitude time","real","gpp","land","mon","area: areacella","None","None","",""
"0","Lmon","1","Carbon Mass Flux into Atmosphere due to Autotrophic (Plant) Respiration on Land","kg m-2 s-1","","None","ra","plant_respiration_carbon_flux","None","kg m-2 s-1","time: mean area: mean where land","","","","","up","longitude latitude time","real","ra","land","mon","area: areacella","None","None","",""
"0","Lmon","1","Carbon Mass Flux out of Atmosphere due to Net Primary Production on Land","kg m-2 s-1","","None","npp","net_primary_productivity_of_carbon","None","kg m-2 s-1","time: mean area: mean where land","","","","","down","longitude latitude time","real","npp","land","mon","area: areacella","None","None","",""
"0","Lmon","1","Carbon Mass Flux into Atmosphere due to Heterotrophic Respiration on Land","kg m-2 s-1","","None","rh","heterotrophic_respiration_carbon_flux","None","kg m-2 s-1","time: mean area: mean where land","","","","","up","longitude latitude time","real","rh","land","mon","area: areacella","None","None","",""
"0","LImon","1","Snow Area Fraction","%","Fraction of each grid cell that is occupied by snow that rests on land portion of cell.","None","snc","surface_snow_area_fraction","None","%","time: mean","","","","","","longitude latitude time","real","snc","landIce land","mon","area: areacella","None","None","",""
"1","LImon","1","Surface Snow Amount","kg m-2","Computed as the mass of surface snow on the land portion of the grid cell divided by the land area in the grid cell; reported as 0.0 where the land fraction is 0; excluded is snow on vegetation canopy or on sea ice.","None","snw","surface_snow_amount","None","kg m-2","time: mean area: mean where land","","","","","","longitude latitude time","real","snw","landIce land","mon","area: areacella","None","None","",""
"1","LImon","1","Snow Depth","m","where land over land, this is computed as the mean thickness of snow in the land portion of the grid cell (averaging over the entire land portion, including the snow-free fraction).  Reported as 0.0 where the land fraction is 0.","None","snd","surface_snow_thickness","None","m","time: mean area: mean where land","","","","","","longitude latitude time","real","snd","landIce land","mon","area: areacella","None","None","",""
"0","LImon","1","Snow Age","day","When computing the time-mean here, the time samples, weighted by the mass of snow on the land portion of the grid cell, are accumulated and then divided by the sum of the weights.  Reported as ""missing in regions free of snow on land.","None","agesno","age_of_surface_snow","None","day","time: mean (with samples weighted by snow mass) area: mean where land","","","","","","longitude latitude time","real","agesno","landIce land","mon","area: areacella","None","None","",""
"0","LImon","1","Snow Internal Temperature","K","This temperature is averaged over all the snow in the grid cell that rests on land or land ice.  When computing the time-mean here, the time samples, weighted by the mass of snow on the land portion of the grid cell, are accumulated and then divided by the sum of the weights.   Reported as ""missing in regions free of snow on land.","None","tsn","temperature_in_surface_snow","None","K","time: mean (with samples weighted by snow mass) area: mean where land","","","","","","longitude latitude time","real","tsn","landIce land","mon","area: areacella","None","None","",""
