"included","table_id","priority","long_name","units","comment","questions & notes","out_name","standard_name","unconfirmed or proposed standard name","unformatted units","cell_methods","valid_min","valid_max","ok_min_mean_abs","ok_max_mean_abs","positive","type","dimensions","name","modeling_realm","frequency","cell_measures","flag_values","flag_meanings","OMIP priority","OMIP override"
0,"OImon",1,"Snow Melt Rate","kg m-2 s-1","the rate of change of snow mass  due to melting, divided by the area of the ocean portion of the grid cell.  Reported as 0.0 in regions free of sea ice.  Includes falling snow that melts on impact with the surface.","None","snomelt","surface_snow_melt_flux","None","kg m-2 s-1","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude time","snomelt","seaIce","mon","area: areacello","None","None","",""
0,"OImon",1,"Rate of Melt at Upper Surface of Sea Ice","kg m-2 s-1","the rate of change of sea ice mass due to melting at its upper surface, divided by the area of the ocean portion of the grid cell.  Reported as 0.0 in regions free of sea ice. Does not include rate of change of snow mass.","None","tmelt","tendency_of_sea_ice_amount_due_to_surface_melting","None","kg m-2 s-1","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude time","tmelt","seaIce","mon","area: areacello","None","None","",""
0,"OImon",1,"Rate of Melt at Sea Ice Base","kg m-2 s-1","the rate of change of sea ice mass due to melting at its lower surface, divided by the area of the ocean portion of the grid cell.  Reported as 0.0 in regions free of sea ice.","None","bmelt","tendency_of_sea_ice_amount_due_to_basal_melting","None","kg m-2 s-1","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude time","bmelt","seaIce","mon","area: areacello","None","None","",""
0,"OImon",1,"Downwelling Shortwave over Sea Ice","W m-2","the downwelling shortwave flux in regions of sea ice divided by the area of the ocean portion of the grid cell.","priority was raised from 2 to 1 because snow albedo was deleted.","rsdssi","surface_downwelling_shortwave_flux_in_air","None","W m-2","time: mean area: mean where sea_ice over sea","None","None","None","None","down","real","longitude latitude time","rsdssi","seaIce","mon","area: areacello","None","None","",""
0,"OImon",1,"Upward Shortwave over Sea Ice","W m-2","the upward shortwave flux in regions of sea ice divided by the area of the ocean portion of the grid cell.","priority was raised from 2 to 1 because snow albedo was deleted.","rsussi","surface_upwelling_shortwave_flux_in_air","None","W m-2","time: mean area: mean where sea_ice over sea","None","None","None","None","up","real","longitude latitude time","rsussi","seaIce","mon","area: areacello","None","None","",""
1,"OImon",1,"X-Component of Sea Ice Mass Transport","kg s-1","The sea ice mass transport is 0.0 in ice-free regions of the ocean.  Snow is included in calculation of mass.","None","transix","sea_ice_x_transport","None","kg s-1","time: mean","None","None","None","None","None","real","longitude latitude time","transix","seaIce","mon","None","None","None","",""
1,"OImon",1,"Y-Component of Sea Ice Mass Transport","kg s-1","The sea ice mass transport is 0.0 in ice-free regions of the ocean.  Snow is included in calculation of mass.","None","transiy","sea_ice_y_transport","None","kg s-1","time: mean","None","None","None","None","None","real","longitude latitude time","transiy","seaIce","mon","None","None","None","",""
0,"aero",1,"Ambient Aerosol Optical Thickness at 550 nm",1,"AOD from the ambient aerosls (i.e., includes aerosol water).  Does not include AOD from stratospheric aerosols if these are prescribed but includes other possible background aerosol types.","None","od550aer","atmosphere_optical_thickness_due_to_ambient_aerosol","None",1,"time: mean","None","None","None","None","None","real","longitude latitude time","od550aer","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Ambient Fine Aerosol Optical Thickness at 550 nm",1,"od550 due to particles with wet diameter less than 1 um  (""ambient"" means ""wetted""). When models do not include explicit size information, it can be assumed that all anthropogenic aerosols and natural secondary aerosols have diameter less than 1 um.","None","od550lt1aer","atmosphere_optical_thickness_due_to_pm1_ambient_aerosol","None",1,"time: mean","None","None","None","None","None","real","longitude latitude time","od550lt1aer","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Ambient Aerosol Absorption Optical Thickness at 550 nm",1,"None","None","abs550aer","atmosphere_absorption_optical_thickness_due_to_ambient_aerosol","None",1,"time: mean","None","None","None","None","None","real","longitude latitude time","abs550aer","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Rate of Emission and Production of Dry Aerosol Total Organic Matter","kg m-2 s-1","tendency of atmosphere mass content of organic matter dry aerosol due to net production and emission.  This is the sum of total emission of POA and total production of SOA (see next two entries). ""Mass"" refers to the mass of organic matter, not mass of organic carbon alone.","This should only be reported if POA and SOA cannot be separately reported.","emioa","tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_due_to_net_chemical_production_and_emission","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","emioa","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Emission Rate of Dry Aerosol Primary Organic Matter","kg m-2 s-1","tendency of atmosphere mass content of primary organic aerosol due to emission:  ""mass"" refers to the mass of primary organic matter, not mass of organic carbon alone.","In a previous message you said production referred to SOA, not POA, so I've removed ""production"" here and only use ""emission"".  Is this o.k.?","emipoa","tendency_of_atmosphere_mass_content_of_primary_particulate_organic_matter_dry_aerosol_due_to_emission","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","emipoa","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Production Rate of Dry Aerosol Secondary Organic Matter","kg m-2 s-1","tendency of atmosphere mass content of secondary organic matter_dry aerosol due to net production:  If model lumps SOA emissions with POA, then the sum of POA and SOA emissions is reported as POA emissions.  ""mass"" refers to the mass of primary organic matter, not mass of organic carbon alone.","None","chepsoa","tendency_of_atmosphere_mass_content_of_secondary_particulate_organic_matter_dry_aerosol_due_to_net_chemical_production","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","chepsoa","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Emission Rate of Black Carbon Aerosol Mass","kg m-2 s-1","None","None","emibc","tendency_of_atmosphere_mass_content_of_black_carbon_dry_aerosol_due_to_emission","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","emibc","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Total Emission of Primary Aerosol from Biomass Burning","kg m-2 s-1","tendency of atmosphere mass content of primary organic matter dry aerosol due to emission: This does not include sources of secondary aerosols from biomass burning aerosols, such as SO2 or SOA.","None","emibb","tendency_of_atmosphere_mass_content_of_primary_particulate_organic_matter_dry_aerosol_due_to_emission","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","emibb","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Total Emission Rate of SO2","kg m-2 s-1","None","None","emiso2","tendency_of_atmosphere_mass_content_of_sulfur_dioxide_due_to_emission","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","emiso2","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Total Direct Emission Rate of SO4","kg m-2 s-1","expressed as a tendency of atmosphere mass content of SO4.  Direct emission does not include secondary sulfate production.","None","emiso4","tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_due_to_emission","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","emiso4","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Total Emission Rate of DMS","kg m-2 s-1","None","None","emidms","tendency_of_atmosphere_mass_content_of_dimethyl_sulfide_due_to_emission","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","emidms","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Dry Deposition Rate of SO4","kg m-2 s-1","None","None","dryso4","tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_due_to_dry_deposition","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","dryso4","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Wet Deposition Rate of SO4","kg m-2 s-1","None","None","wetso4","tendency_of_atmosphere_mass_content_of_sulfate_expressed_as_sulfur_dry_aerosol_due_to_wet_deposition","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","wetso4","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Total Emission Rate of NH3","kg m-2 s-1","None","None","eminh3","tendency_of_atmosphere_mass_content_of_ammonia_due_to_emission","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","eminh3","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Dry Deposition Rate of NH4","kg m-2 s-1","None","None","drynh4","tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_due_to_dry_deposition","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","drynh4","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Wet Deposition Rate of NH4+NH3","kg m-2 s-1","None","None","wetnh4","tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_due_to_wet_deposition","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","wetnh4","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Total Emission Rate of Seasalt","kg m-2 s-1","None","None","emiss","tendency_of_atmosphere_mass_content_of_seasalt_dry_aerosol_due_to_emission","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","emiss","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Total Emission Rate of Dust","kg m-2 s-1","None","None","emidust","tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_due_to_emission","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","emidust","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Dry Deposition Rate of Dust","kg m-2 s-1","None","None","drydust","tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_due_to_dry_deposition","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","drydust","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Wet Deposition Rate of Dust","kg m-2 s-1","None","None","wetdust","tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_due_to_wet_deposition","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","wetdust","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Load of Dry Aerosol Organic Matter","kg m-2","atmosphere dry organic content: This is the vertically integrated sum of atmosphere_primary_organic_content and atmosphere_secondary_organic_content (see next two table entries).","This should only be reported if  the components specified in the next two entries of this table cannot be separately reported.","loadoa","atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol","None","kg m-2","time: mean","None","None","None","None","None","real","longitude latitude time","loadoa","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Load of Dry Aerosol Primary Organic Matter","kg m-2","None","None","loadpoa","atmosphere_mass_content_of_primary_particulate_organic_matter_dry_aerosol","None","kg m-2","time: mean","None","None","None","None","None","real","longitude latitude time","loadpoa","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Load of Dry Aerosol Secondary Organic Matter","kg m-2","None","None","loadsoa","atmosphere_mass_content_of_secondary_particulate_organic_matter_dry_aerosol","None","kg m-2","time: mean","None","None","None","None","None","real","longitude latitude time","loadsoa","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Load of Black Carbon Aerosol","kg m-2","None","None","loadbc","atmosphere_mass_content_of_black_carbon_dry_aerosol","None","kg m-2","time: mean","None","None","None","None","None","real","longitude latitude time","loadbc","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Load of SO4","kg m-2","None","Is this ""dry"" or ""ambient""?","loadso4","atmosphere_mass_content_of_sulfate_dry_aerosol","None","kg m-2","time: mean","None","None","None","None","None","real","longitude latitude time","loadso4","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Load of Dust","kg m-2","None","None","loaddust","atmosphere_mass_content_of_dust_dry_aerosol","None","kg m-2","time: mean","None","None","None","None","None","real","longitude latitude time","loaddust","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Load of Seasalt","kg m-2","None","None","loadss","atmosphere_mass_content_of_seasalt_dry_aerosol","None","kg m-2","time: mean","None","None","None","None","None","real","longitude latitude time","loadss","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Load of NO3","kg m-2","None","None","loadno3","atmosphere_mass_content_of_nitrate_dry_aerosol","None","kg m-2","time: mean","None","None","None","None","None","real","longitude latitude time","loadno3","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Cloud-Top Effective Droplet Radius","m","Droplets are liquid only.  This is the effective radius ""as seen from space"" over liquid cloudy portion of grid cell.  This is the value from uppermost model layer with liquid cloud or, if available, or for some models it is the sum over all liquid cloud tops, no matter where they occur, as long as they are seen from the top of the atmosphere. Reported values are weighted by total liquid cloud top fraction of  (as seen from TOA) each time sample when computing monthly mean.","None","reffclwtop","effective_radius_of_cloud_liquid_water_particle_at_liquid_water_cloud_top","None","m","time: mean","None","None","None","None","None","real","longitude latitude time","reffclwtop","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Cloud Droplet Number Concentration of Cloud Tops","m-3","Droplets are liquid only.  Report concentration ""as seen from space"" over liquid cloudy portion of grid cell.  This is the value from uppermost model layer with liquid cloud or, if available, it is better to sum over all liquid cloud tops, no matter where they occur, as long as they are seen from the top of the atmosphere. Weight by total liquid cloud top fraction of  (as seen from TOA) each time sample when computing monthly mean.","None","cldncl","number_concentration_of_cloud_liquid_water_particles_in_air_at_liquid_water_cloud_top","None","m-3","time: mean","None","None","None","None","None","real","longitude latitude time","cldncl","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Ice Crystal Number Concentration of Cloud Tops","m-3","concentration ""as seen from space"" over ice-cloud portion of grid cell.  This is the value from uppermost model layer with ice cloud or, if available, it is the sum over all ice cloud tops, no matter where they occur, as long as they are seen from the top of the atmosphere. Weight by total ice cloud top fraction (as seen from TOA) of each time sample when computing monthly mean.","None","cldnci","number_concentration_of_ice_crystals_in_air_at_ice_cloud_top","None","m-3","time: mean","None","None","None","None","None","real","longitude latitude time","cldnci","aerosol","mon","area: areacella","None","None","",""
0,"aero",1,"Column Integrated Cloud Droplet Number","m-2","Droplets are liquid only.  Values are weighted by liquid cloud fraction in each layer when vertically integrating, and for monthly means the samples are weighted by total liquid cloud fraction (as seen from TOA).","None","cldnvi","atmosphere_number_content_of_cloud_droplets","None","m-2","time: mean","None","None","None","None","None","real","longitude latitude time","cldnvi","aerosol","mon","area: areacella","None","None","",""
1,"day",1,"Near-Surface Specific Humidity",1,"None","normally, report this at 2 meters above the surface","huss","specific_humidity","None",1,"time: mean","None","None","None","None","None","real","longitude latitude time height2m","huss","atmos","day","area: areacella","None","None","",""
1,"day",1,"Daily Minimum Near-Surface Air Temperature","K","None","normally report this at 2 meters above the surface","tasmin","air_temperature","None","K","time: minimum","None","None","None","None","None","real","longitude latitude time height2m","tasmin","atmos","day","area: areacella","None","None","",""
1,"day",1,"Daily Maximum Near-Surface Air Temperature","K","None","normally report this at 2 meters above the surface","tasmax","air_temperature","None","K","time: maximum","None","None","None","None","None","real","longitude latitude time height2m","tasmax","atmos","day","area: areacella","None","None","",""
1,"day",1,"Near-Surface Air Temperature","K","None","normally report this at 2 meters above the surface","tas","air_temperature","None","K","time: mean","None","None","None","None","None","real","longitude latitude time height2m","tas","atmos","day","area: areacella","None","None","",""
1,"day",1,"Precipitation","kg m-2 s-1","at surface; includes both liquid and solid phases from all types of clouds (both large-scale and convective)","None","pr","precipitation_flux","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","pr","atmos","day","area: areacella","None","None",2,""
1,"day",1,"Sea Level Pressure","Pa","None","None","psl","air_pressure_at_sea_level","None","Pa","time: mean","None","None","None","None","None","real","longitude latitude time","psl","atmos","day","area: areacella","None","None","",""
1,"day",1,"Daily-Mean Near-Surface Wind Speed","m s-1","None","normally report this at 10 meters above the surface","sfcWind","wind_speed","None","m s-1","time: mean","None","None","None","None","None","real","longitude latitude time height10m","sfcWind","atmos","day","None","None","None","",""
1,"day",1,"Square of Sea Surface Temperature","K2","square of temperature of liquid ocean, averaged over the day.","Report on the ocean grid.  This variable appears in WGOMD Table 2.2","tossq","square_of_sea_surface_temperature","None","K2","time:mean","None","None","None","None","None","real","longitude latitude time","tossq","ocean","day","area: areacello","None","None",3,""
1,"day",1,"Sea Surface Temperature","K","This is the former CMIP5 surface_temperature","Report on the ocean grid. This variable appears in WGOMD Table 2.2","tos","sea_surface_temperature","None","K","time: mean","None","None","None","None","None","real","longitude latitude time","tos","ocean","day","area: areacello","None","None",1,""
0,"day",1,"Daily Maximum Ocean Mixed Layer Thickness Defined by Mixing Scheme","m","None","Report on the ocean grid.  This variable appears in WGOMD Table 2.2","omldamax","ocean_mixed_layer_thickness_defined_by_mixing_scheme","None","m","time: maximum","None","None","None","None","None","real","longitude latitude time","omldamax","ocean","day","area: areacello","None","None","",""
0,"day",1,"Moisture in Upper Portion of Soil Column","kg m-2","the mass of water in all phases in a thin surface soil layer.","integrate over uppermost 10 cm","mrsos","moisture_content_of_soil_layer","None","kg m-2","time: mean area: mean where land","None","None","None","None","None","real","longitude latitude time sdepth1","mrsos","land","day","area: areacella","None","None","",""
1,"day",1,"Near-Surface Relative Humidity","%","This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.","normally report this at 2 meters above the surface","rhs","relative_humidity","None","%","time: mean","None","None","None","None","None","real","longitude latitude time height2m","rhs","atmos","day","area: areacella","None","None","",""
0,"day",1,"Surface Daily Minimum Relative Humidity","%","This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.","normally report this at 2 meters above the surface","rhsmin","relative_humidity","None","%","time: minimum","None","None","None","None","None","real","longitude latitude time height2m","rhsmin","atmos","day","area: areacella","None","None","",""
0,"day",1,"Surface Daily Maximum Relative Humidity","%","This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.","normally report this at 2 meters above the surface","rhsmax","relative_humidity","None","%","time: maximum","None","None","None","None","None","real","longitude latitude time height2m","rhsmax","atmos","day","area: areacella","None","None","",""
0,"day",1,"Snow Area Fraction","%","None","None","snc","surface_snow_area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time","snc","landIce land","day","area: areacella","None","None","",""
1,"day",1,"Total Cloud Fraction","%","for the whole atmospheric column, as seen from the surface or the top of the atmosphere. Includes both large-scale and convective cloud.","None","clt","cloud_area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time","clt","atmos","day","area: areacella","None","None","",""
1,"day",1,"Surface Temperature Where Land or Sea Ice","K","skin temperature of all surfaces except open ocean.","None","tslsi","surface_temperature","None","K","time: mean","None","None","None","None","None","real","longitude latitude time","tslsi","land","day","area: areacella","None","None","",""
1,"day",1,"Surface Snow Amount","kg m-2","the mass of surface snow on the land portion of the grid cell divided by the land area in the grid cell; reported as 0.0 where the land fraction is 0; excludes snow on vegetation canopy or on sea ice.","None","snw","surface_snow_amount","None","kg m-2","time: mean area: mean where land","None","None","None","None","None","real","longitude latitude time","snw","landIce land","day","area: areacella","None","None","",""
1,"day",1,"Convective Precipitation","kg m-2 s-1","at surface; includes both liquid and solid phases.","None","prc","convective_precipitation_flux","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","prc","atmos","day","area: areacella","None","None","",""
1,"day",1,"Snowfall Flux","kg m-2 s-1","at surface; includes precipitation of all forms of water in the solid phase","None","prsn","snowfall_flux","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","prsn","atmos","day","area: areacella","None","None",2,""
1,"day",1,"Total Runoff","kg m-2 s-1","computed as the total runoff (including ""drainage"" through the base of the soil model) leaving the land portion of the grid cell divided by the land area in the grid cell.","None","mrro","runoff_flux","None","kg m-2 s-1","time: mean area: mean where land","None","None","None","None","None","real","longitude latitude time","mrro","land","day","area: areacella","None","None","",""
1,"day",1,"Eastward Near-Surface Wind","m s-1","None","normally, report this at 10 meters above the surface","uas","eastward_wind","None","m s-1","time: mean","None","None","None","None","None","real","longitude latitude time height10m","uas","atmos","day","None","None","None","",""
1,"day",1,"Northward Near-Surface Wind","m s-1","None","normally, report this at 10 meters above the surface","vas","northward_wind","None","m s-1","time: mean","None","None","None","None","None","real","longitude latitude time height10m","vas","atmos","day","None","None","None","",""
1,"day",1,"Daily Maximum Near-Surface Wind Speed","m s-1","None","normally, report this at 10 meters above the surface","sfcWindmax","wind_speed","None","m s-1","time: maximum","None","None","None","None","None","real","longitude latitude time height10m","sfcWindmax","atmos","day","None","None","None","",""
1,"day",1,"Surface Upward Latent Heat Flux","W m-2","None","None","hfls","surface_upward_latent_heat_flux","None","W m-2","time: mean","None","None","None","None","up","real","longitude latitude time","hfls","atmos","day","area: areacella","None","None",2,""
1,"day",1,"Surface Upward Sensible Heat Flux","W m-2","None","None","hfss","surface_upward_sensible_heat_flux","None","W m-2","time: mean","None","None","None","None","up","real","longitude latitude time","hfss","atmos","day","area: areacella","None","None",2,""
1,"day",1,"Surface Downwelling Longwave Radiation","W m-2","None","None","rlds","surface_downwelling_longwave_flux_in_air","None","W m-2","time: mean","None","None","None","None","down","real","longitude latitude time","rlds","atmos","day","area: areacella","None","None",2,""
1,"day",1,"Surface Upwelling Longwave Radiation","W m-2","None","None","rlus","surface_upwelling_longwave_flux_in_air","None","W m-2","time: mean","None","None","None","None","up","real","longitude latitude time","rlus","atmos","day","area: areacella","None","None","",""
1,"day",1,"Surface Downwelling Shortwave Radiation","W m-2","None","None","rsds","surface_downwelling_shortwave_flux_in_air","None","W m-2","time: mean","None","None","None","None","down","real","longitude latitude time","rsds","atmos","day","area: areacella","None","None","",""
1,"day",1,"Surface Upwelling Shortwave Radiation","W m-2","None","None","rsus","surface_upwelling_shortwave_flux_in_air","None","W m-2","time: mean","None","None","None","None","up","real","longitude latitude time","rsus","atmos","day","area: areacella","None","None","",""
1,"day",1,"TOA Outgoing Longwave Radiation","W m-2","at the top of the atmosphere.","None","rlut","toa_outgoing_longwave_flux","None","W m-2","time: mean","None","None","None","None","up","real","longitude latitude time","rlut","atmos","day","area: areacella","None","None","",""
1,"day",1,"X-Component of Sea Ice Velocity","m s-1","Reported as ""missing"" in regions free of sea ice.","Report on ocean's grid.","usi","sea_ice_x_velocity","None","m s-1","time: mean","None","None","None","None","None","real","longitude latitude time","usi","seaIce ocean","day","None","None","None","",""
1,"day",1,"Y-Component of Sea Ice Velocity","m s-1","Reported as ""missing"" in regions free of sea ice.","Report on ocean's grid.","vsi","sea_ice_y_velocity","None","m s-1","time: mean","None","None","None","None","None","real","longitude latitude time","vsi","seaIce ocean","day","None","None","None","",""
1,"day",1,"Sea Ice Area Fraction","%","fraction of grid cell covered by sea ice.","Report on ocean's grid.","sic","sea_ice_area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time","sic","seaIce ocean","day","area: areacello","None","None","",""
1,"day",1,"Sea Ice Thickness","m","the mean thickness of sea ice in the ocean portion of the grid cell (averaging over the entire ocean portion, including the ice-free fraction).  Reported as 0.0 in regions free of sea ice.","Report on ocean's grid.","sit","sea_ice_thickness","None","m","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude time","sit","seaIce ocean","day","area: areacello","None","None","",""
1,"day",1,"Air Temperature","K","None","None","ta","air_temperature","None","K","time: mean","None","None","None","None","None","real","longitude latitude plev8 time","ta","atmos","day","area: areacella","None","None","",""
1,"day",1,"Relative Humidity","%","This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.","None","hur","relative_humidity","None","%","time: mean","None","None","None","None","None","real","longitude latitude plev8 time","hur","atmos","day","area: areacella","None","None","",""
1,"day",1,"Specific Humidity",1,"None","None","hus","specific_humidity","None",1,"time: mean","None","None","None","None","None","real","longitude latitude plev8 time","hus","atmos","day","area: areacella","None","None","",""
1,"day",1,"omega (=dp/dt)","Pa s-1","commonly referred to as ""omega"", this represents the vertical component of velocity in pressure coordinates (positive down)","None","wap","lagrangian_tendency_of_air_pressure","None","Pa s-1","time: mean","None","None","None","None","None","real","longitude latitude plev8 time","wap","atmos","day","area: areacella","None","None","",""
1,"day",1,"Northward Wind","m s-1","None","None","va","northward_wind","None","m s-1","time: mean","None","None","None","None","None","real","longitude latitude plev8 time","va","atmos","day","None","None","None","",""
1,"day",1,"Eastward Wind","m s-1","None","None","ua","eastward_wind","None","m s-1","time: mean","None","None","None","None","None","real","longitude latitude plev8 time","ua","atmos","day","None","None","None","",""
0,"6hrLev",1,"Air Temperature","K","None","on all model levels","ta","air_temperature","None","K","None","None","None","None","None","None","real","longitude latitude alevel time1","ta","atmos","6hr","area: areacella","None","None","",""
0,"6hrLev",1,"Eastward Wind","m s-1","None","on all model levels","ua","eastward_wind","None","m s-1","None","None","None","None","None","None","real","longitude latitude alevel time1","ua","atmos","6hr","None","None","None","",""
0,"6hrLev",1,"Northward Wind","m s-1","None","on all model levels","va","northward_wind","None","m s-1","None","None","None","None","None","None","real","longitude latitude alevel time1","va","atmos","6hr","None","None","None","",""
0,"6hrLev",1,"Specific Humidity",1,"None","on all model levels","hus","specific_humidity","None",1,"None","None","None","None","None","None","real","longitude latitude alevel time1","hus","atmos","6hr","area: areacella","None","None","",""
1,"6hrLev",1,"Surface Air Pressure","Pa","surface pressure, not mean sea level pressure","None","ps","surface_air_pressure","None","Pa","None","None","None","None","None","None","real","longitude latitude time1","ps","atmos","6hr","area: areacella","None","None","",""
1,"6hrPlev",1,"Eastward Wind","m s-1","None","on the following pressure levels: 850, 500, 250 hPa","ua","eastward_wind","None","m s-1","None",-90,145,"None","None","None","real","longitude latitude plev3 time1","ua","atmos","6hr","None","None","None","",""
1,"6hrPlev",1,"Northward Wind","m s-1","None","on the following pressure levels: 850, 500, 250 hPa","va","northward_wind","None","m s-1","None",-80,80,"None","None","None","real","longitude latitude plev3 time1","va","atmos","6hr","None","None","None","",""
1,"6hrPlev",1,"Air Temperature","K","None","on the following pressure levels: 850, 500, 250 hPa","ta","air_temperature","None","K","None",144,330,"None","None","None","real","longitude latitude plev3 time1","ta","atmos","6hr","area: areacella","None","None","",""
1,"6hrPlev",1,"Sea Level Pressure","Pa","None","None","psl","air_pressure_at_sea_level","None","Pa","None",92500,113000,"None","None","None","real","longitude latitude time1","psl","atmos","6hr","area: areacella","None","None","",""
1,"3hr",1,"Precipitation","kg m-2 s-1","at surface; includes both liquid and solid phases.  This is the 3-hour mean precipitation flux.","None","pr","precipitation_flux","None","kg m-2 s-1","time:mean","None","None","None","None","None","real","longitude latitude time","pr","atmos","3hr","area: areacella","None","None",2,""
1,"3hr",1,"Near-Surface Air Temperature","K","This is sampled synoptically.","normally, report at 2 meters above the surface","tas","air_temperature","None","K","time: point","None","None","None","None","None","real","longitude latitude time1 height2m","tas","atmos","3hr","area: areacella","None","None","",""
1,"3hr",1,"Surface Upward Latent Heat Flux","W m-2","This is the 3-hour mean flux.","None","hfls","surface_upward_latent_heat_flux","None","W m-2","time: mean","None","None","None","None","up","real","longitude latitude time","hfls","atmos","3hr","area: areacella","None","None",2,""
1,"3hr",1,"Surface Upward Sensible Heat Flux","W m-2","This is the 3-hour mean flux.","None","hfss","surface_upward_sensible_heat_flux","None","W m-2","time: mean","None","None","None","None","up","real","longitude latitude time","hfss","atmos","3hr","area: areacella","None","None",2,""
1,"3hr",1,"Surface Downwelling Longwave Radiation","W m-2","This is the 3-hour mean flux.","None","rlds","surface_downwelling_longwave_flux_in_air","None","W m-2","time: mean","None","None","None","None","down","real","longitude latitude time","rlds","atmos","3hr","area: areacella","None","None",2,""
1,"3hr",1,"Surface Upwelling Longwave Radiation","W m-2","This is the 3-hour mean flux.","None","rlus","surface_upwelling_longwave_flux_in_air","None","W m-2","time: mean","None","None","None","None","up","real","longitude latitude time","rlus","atmos","3hr","area: areacella","None","None","",""
1,"3hr",1,"Surface Downwelling Shortwave Radiation","W m-2","This is the 3-hour mean flux.","None","rsds","surface_downwelling_shortwave_flux_in_air","None","W m-2","time: mean","None","None","None","None","down","real","longitude latitude time","rsds","atmos","3hr","area: areacella","None","None","",""
