"included","table_id","priority","long_name","units","comment","questions & notes","out_name","standard_name","unconfirmed or proposed standard name","unformatted units","cell_methods","valid_min","valid_max","ok_min_mean_abs","ok_max_mean_abs","positive","type","dimensions","name","modeling_realm","frequency","cell_measures","flag_values","flag_meanings","OMIP priority","OMIP override"
1,"cfDay",1,"TOA Outgoing Clear-Sky Shortwave Radiation","W m-2","None","None","rsutcs","toa_outgoing_shortwave_flux_assuming_clear_sky","None","W m-2","time: mean","None","None","None","None","up","real","longitude latitude time","rsutcs","atmos","day","area: areacella","None","None","",""
1,"cfDay",1,"Total Cloud Fraction","%","for the whole atmospheric column, as seen from the surface or the top of the atmosphere. Includes both large-scale and convective cloud.","None","clt","cloud_area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time","clt","atmos","day","area: areacella","None","None","",""
1,"cfDay",1,"Condensed Water Path","kg m-2","calculate mass of condensed (liquid + ice) water in the column divided by the area of the column (not just the area of the cloudy portion of the column). This includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.","None","clwvi","atmosphere_cloud_condensed_water_content","None","kg m-2","time: mean","None","None","None","None","None","real","longitude latitude time","clwvi","atmos","day","area: areacella","None","None","",""
1,"cfDay",1,"Ice Water Path","kg m-2","calculate mass of ice water in the column divided by the area of the column (not just the area of the cloudy portion of the column). This includes precipitating frozen hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.","None","clivi","atmosphere_cloud_ice_content","None","kg m-2","time: mean","None","None","None","None","None","real","longitude latitude time","clivi","atmos","day","area: areacella","None","None","",""
1,"cfDay",1,"omega (=dp/dt)","Pa s-1","at 500 hPa level; commonly referred to as ""omega"", this represents the vertical component of velocity in pressure coordinates (positive down)","None","wap500","lagrangian_tendency_of_air_pressure","None","Pa s-1","time: mean","None","None","None","None","None","real","longitude latitude time p500","wap500","atmos","day","area: areacella","None","None","",""
1,"cfDay",1,"Air Temperature","K","None","at 700 hPa level","ta700","air_temperature","None","K","time: mean","None","None","None","None","None","real","longitude latitude time p700","ta700","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"Air Pressure at Convective Cloud Base","Pa","None","None","ccb","air_pressure_at_convective_cloud_base","None","Pa","time: mean","None","None","None","None","None","real","longitude latitude time","ccb","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"Air Pressure at Convective Cloud Top","Pa","None","None","cct","air_pressure_at_convective_cloud_top","None","Pa","time: mean","None","None","None","None","None","real","longitude latitude time","cct","atmos","day","area: areacella","None","None","",""
1,"cfDay",1,"Convective Precipitation","kg m-2 s-1","None","None","prc","convective_precipitation_flux","None","kg m-2 s-1","time: mean","None","None","None","None","None","real","longitude latitude time","prc","atmos","day","area: areacella","None","None","",""
1,"cfDay",1,"Surface Upward Latent Heat Flux","W m-2","None","None","hfls","surface_upward_latent_heat_flux","None","W m-2","time: mean","None","None","None","None","up","real","longitude latitude time","hfls","atmos","day","area: areacella","None","None",2,""
1,"cfDay",1,"Surface Upward Sensible Heat Flux","W m-2","None","None","hfss","surface_upward_sensible_heat_flux","None","W m-2","time: mean","None","None","None","None","up","real","longitude latitude time","hfss","atmos","day","area: areacella","None","None",2,""
1,"cfDay",1,"Surface Downwelling Longwave Radiation","W m-2","None","None","rlds","surface_downwelling_longwave_flux_in_air","None","W m-2","time: mean","None","None","None","None","down","real","longitude latitude time","rlds","atmos","day","area: areacella","None","None",2,""
1,"cfDay",1,"Surface Upwelling Longwave Radiation","W m-2","None","None","rlus","surface_upwelling_longwave_flux_in_air","None","W m-2","time: mean","None","None","None","None","up","real","longitude latitude time","rlus","atmos","day","area: areacella","None","None","",""
1,"cfDay",1,"Surface Downwelling Shortwave Radiation","W m-2","None","None","rsds","surface_downwelling_shortwave_flux_in_air","None","W m-2","time: mean","None","None","None","None","down","real","longitude latitude time","rsds","atmos","day","area: areacella","None","None","",""
1,"cfDay",1,"Surface Upwelling Shortwave Radiation","W m-2","None","None","rsus","surface_upwelling_shortwave_flux_in_air","None","W m-2","time: mean","None","None","None","None","up","real","longitude latitude time","rsus","atmos","day","area: areacella","None","None","",""
1,"cfDay",1,"TOA Outgoing Longwave Radiation","W m-2","None","None","rlut","toa_outgoing_longwave_flux","None","W m-2","time: mean","None","None","None","None","up","real","longitude latitude time","rlut","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"ISCCP Total Total Cloud Fraction","%","None","None","cltisccp","cloud_area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time","cltisccp","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"ISCCP Mean Cloud Albedo",1,"time-means are weighted by the ISCCP Total Cloud Fraction - see  http://cfmip.metoffice.com/COSP.html","None","albisccp","cloud_albedo","None",1,"time: mean","None","None","None","None","None","real","longitude latitude time","albisccp","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"ISCCP Mean Cloud Top Pressure","Pa","time-means are weighted by the ISCCP Total Cloud Fraction - see  http://cfmip.metoffice.com/COSP.html","None","pctisccp","air_pressure_at_cloud_top","None","Pa","time: mean","None","None","None","None","None","real","longitude latitude time","pctisccp","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"PARASOL Reflectance",1,"Simulated reflectance from PARASOL as seen at the top of the atmosphere for 5 solar zenith angles. Valid only over ocean and for one viewing direction (viewing zenith angle of 30 degrees and relative azimuth angle 320 degrees).","None","parasolRefl","toa_bidirectional_reflectance","None",1,"time: mean","None","None","None","None","None","real","longitude latitude sza5 time","parasolRefl","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"CALIPSO Total Cloud Fraction","%","None","None","cltcalipso","cloud_area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time","cltcalipso","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"CALIPSO Low Level Cloud Fraction","%","None","None","cllcalipso","cloud_area_fraction_in_atmosphere_layer","None","%","time: mean","None","None","None","None","None","real","longitude latitude time","cllcalipso","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"CALIPSO Mid Level Cloud Fraction","%","None","None","clmcalipso","cloud_area_fraction_in_atmosphere_layer","None","%","time: mean","None","None","None","None","None","real","longitude latitude time","clmcalipso","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"CALIPSO High Level Cloud Fraction","%","None","None","clhcalipso","cloud_area_fraction_in_atmosphere_layer","None","%","time: mean","None","None","None","None","None","real","longitude latitude time","clhcalipso","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"Eastward Wind","m s-1","None","None","ua","eastward_wind","None","m s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","ua","atmos","day","None","None","None","",""
0,"cfDay",1,"Northward Wind","m s-1","None","None","va","northward_wind","None","m s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","va","atmos","day","None","None","None","",""
0,"cfDay",1,"Air Temperature","K","None","None","ta","air_temperature","None","K","time: mean","None","None","None","None","None","real","longitude latitude alevel time","ta","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"Specific Humidity",1,"None","None","hus","specific_humidity","None",1,"time: mean","None","None","None","None","None","real","longitude latitude alevel time","hus","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"omega (=dp/dt)","Pa s-1","commonly referred to as ""omega"", this represents the vertical component of
velocity in pressure coordinates (positive down)","None","wap","lagrangian_tendency_of_air_pressure","None","Pa s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","wap","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"Geopotential Height","m","None","None","zg","geopotential_height","None","m","time: mean","None","None","None","None","None","real","longitude latitude alevel time","zg","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"Relative Humidity","%","This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.","None","hur","relative_humidity","None","%","time: mean","None","None","None","None","None","real","longitude latitude alevel time","hur","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"Cloud Area Fraction in Atmosphere Layer","%","None","None","cl","cloud_area_fraction_in_atmosphere_layer","None","%","time: mean","None","None","None","None","None","real","longitude latitude alevel time","cl","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"Mass Fraction of Cloud Liquid Water",1,"Calculated as the mass of  cloud liquid water in the grid cell divided by the mass of air (including the water in all phases) in the grid cell.  This includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.","None","clw","mass_fraction_of_cloud_liquid_water_in_air","None",1,"time: mean","None","None","None","None","None","real","longitude latitude alevel time","clw","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"Mass Fraction of Cloud Ice",1,"Calculated as the mass of cloud ice  in the grid cell divided by the mass of air (including the water in all phases) in the grid cell.  This includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.","None","cli","mass_fraction_of_cloud_ice_in_air","None",1,"time: mean","None","None","None","None","None","real","longitude latitude alevel time","cli","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"Convective Mass Flux","kg m-2 s-1","The net mass flux should represent the difference between the updraft and downdraft components.  This is calculated as the convective mass flux divided by the area of the whole grid cell (not just the area of the cloud).","Report on model half-levels (i.e., model layer bounds and not standard pressures).","mc","atmosphere_net_upward_convective_mass_flux","None","kg m-2 s-1","time: mean","None","None","None","None","up","real","longitude latitude alevhalf time","mc","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"CALIPSO Cloud Fraction","%","None","40 levels","clcalipso","cloud_area_fraction_in_atmosphere_layer","None","%","time: mean","None","None","None","None","None","real","longitude latitude alt40 time","clcalipso","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"ISCCP Cloud Area Fraction","%","None","7 levels x 7 tau","clisccp","cloud_area_fraction_in_atmosphere_layer","None","%","time: mean","None","None","None","None","None","real","longitude latitude plev7c tau time","clisccp","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"Pressure on Model Levels","Pa","None","This field is needed only for models in which the pressure can't be calculated from the vertical coordinate information stored already for each variable.  Thus, the pressures are needed for height or theta-coordinate models, for example, but not sigma- or eta-coordinate models.","pfull","air_pressure","None","Pa","time: mean","None","None","None","None","None","real","longitude latitude alevel time","pfull","atmos","day","area: areacella","None","None","",""
0,"cfDay",1,"Pressure on Model Half-Levels","Pa","None","This field is needed only for models in which the pressure can't be calculated from the vertical coordinate information stored already for each variable.  Thus, the pressures are needed for height or theta-coordinate models, for example, but not sigma- or eta-coordinate
models.","phalf","air_pressure","None","Pa","time: mean","None","None","None","None","None","real","longitude latitude alevhalf time","phalf","atmos","day","area: areacella","None","None","",""
0,"Omon",2,"Sea Water Pressure at Sea Water Surface","dbar","None","None","pso","sea_water_pressure_at_sea_water_surface","None","dbar","time: mean","None","None","None","None","None","real","longitude latitude time","pso","ocean","mon","area: areacello","None","None",1,1
0,"Omon",2,"Sea Surface Temperature","K","this may differ from ""surface temperature"" in regions of sea ice.","None","tos","sea_surface_temperature","None","K","time: mean","None","None","None","None","None","real","longitude latitude time","tos","ocean","mon","area: areacello","None","None",1,1
0,"Omon",2,"Sea Surface Salinity","psu","None","None","sos","sea_surface_salinity","None","psu","time: mean","None","None","None","None","None","real","longitude latitude time","sos","ocean","mon","area: areacello","None","None",1,1
0,"Omon",2,"Ocean Mass X Transport","kg s-1","None","None","umo","ocean_mass_x_transport","None","kg s-1","time: mean","None","None","None","None","None","real","longitude latitude olevel time","umo","ocean","mon","None","None","None",2,""
0,"Omon",2,"Ocean Mass Y Transport","kg s-1","None","None","vmo","ocean_mass_y_transport","None","kg s-1","time: mean","None","None","None","None","None","real","longitude latitude olevel time","vmo","ocean","mon","None","None","None",2,""
0,"Omon",2,"Ocean Meridional Overturning Mass Streamfunction","kg s-1","differs from CMIP3 because it includes mass.","function of latitude, Z, basin. For a model with a cartesian latxlon grid, this is the same as the ""Ocean Y Overturning Mass Streamfunction"", listed a few lines down, which should in this case be omitted.  For other models, this transport should be approximated as the transport along zig-zag paths corresponding to latitudes with spacing between latitudes appropriate to the model's resolution.","msftmyz","ocean_meridional_overturning_mass_streamfunction","None","kg s-1","time: mean longitude: mean","None","None","None","None","None","real","latitude olevel basin time","msftmyz","ocean","mon","None","None","None",1,1
0,"Omon",2,"Ocean Meridional Overturning Mass Streamfunction","kg s-1","None","function of of latitude, rho, basin.  Also see note above.","msftmrhoz","ocean_meridional_overturning_mass_streamfunction","None","kg s-1","time: mean longitude: mean","None","None","None","None","None","real","latitude rho basin time","msftmrhoz","ocean","mon","None","None","None","",""
0,"Omon",2,"Ocean Y Overturning Mass Streamfunction","kg s-1","None","function of Y, Z, basin.   Also see note above.","msftyyz","ocean_y_overturning_mass_streamfunction","None","kg s-1","time: mean longitude: mean","None","None","None","None","None","real","latitude olevel basin time","msftyyz","ocean","mon","None","None","None",1,1
0,"Omon",2,"Ocean Y Overturning Mass Streamfunction","kg s-1","None","function of Y, rho, basin.  Also see note above.","msftyrhoz","ocean_y_overturning_mass_streamfunction","None","kg s-1","time: mean longitude: mean","None","None","None","None","None","real","latitude rho basin time","msftyrhoz","ocean","mon","None","None","None","",""
0,"Omon",2,"Northward Ocean Heat Transport","W","None","For a model with a cartesian latxlon grid, this is the same as the ""Ocean Heat Y Transport"", listed a few lines down, which should in this case be omitted.  For other models, this transport should be approximated as the transport along zig-zag paths corresponding to latitudes with spacing between latitudes appropriate to the model's resolution.","hfnorth","northward_ocean_heat_transport","None","W","time: mean","None","None","None","None","None","real","longitude latitude time","hfnorth","ocean","mon","None","None","None","",""
0,"Omon",2,"Ocean Heat X Transport","W","None","None","hfx","ocean_heat_x_transport","None","W","time: mean","None","None","None","None","None","real","longitude latitude time","hfx","ocean","mon","None","None","None",2,""
0,"Omon",2,"Ocean Heat Y Transport","W","None","For a model with a cartesian latxlon grid, this is the same as the ""Northward Ocean Heat Transport"", listed a few lines above, which should be saved instead of this.","hfy","ocean_heat_y_transport","None","W","time: mean","None","None","None","None","None","real","longitude latitude time","hfy","ocean","mon","None","None","None",2,""
0,"Omon",2,"Northward Ocean Heat Transport","W","None","This differs from a similar, previous entry in that northward transport across individual basins is called for, rather than the fully gridded fields..","hfbasin","northward_ocean_heat_transport","None","W","time: mean longitude: mean","None","None","None","None","None","real","latitude basin time","hfbasin","ocean","mon","None","None","None",1,1
0,"Omon",2,"Northward Ocean Heat Transport due to Gyre","W","None","function of latitude, basin","htovgyre","northward_ocean_heat_transport_due_to_gyre","None","W","time: mean longitude: mean","None","None","None","None","None","real","latitude basin time","htovgyre","ocean","mon","None","None","None",2,""
0,"Omon",2,"Northward Ocean Heat Transport due to Overturning","W","None","function of latitude, basin","htovovrt","northward_ocean_heat_transport_due_to_overturning","None","W","time: mean longitude: mean","None","None","None","None","None","real","latitude basin time","htovovrt","ocean","mon","None","None","None",2,""
0,"Omon",2,"Northward Ocean Salt Transport due to Gyre","kg s-1","None","function of latitude, basin","sltovgyre","northward_ocean_salt_transport_due_to_gyre","None","kg s-1","time: mean longitude: mean","None","None","None","None","None","real","latitude basin time","sltovgyre","ocean","mon","None","None","None",2,""
0,"Omon",2,"Northward Ocean Salt Transport due to Overturning","kg s-1","None","function of latitude, basin","sltovovrt","northward_ocean_salt_transport_due_to_overturning","None","kg s-1","time: mean longitude: mean","None","None","None","None","None","real","latitude basin time","sltovovrt","ocean","mon","None","None","None",2,""
0,"Omon",2,"Sea Water Transport","kg s-1","None","None","mfo","sea_water_transport_across_line","None","kg s-1","time: mean","None","None","None","None","None","real","oline time","mfo","ocean","mon","None","None","None",2,""
0,"Omon",2,"Rainfall Flux where Ice Free Ocean over Sea","kg m-2 s-1","computed as the total mass of liquid water falling as liquid rain  into the ice-free portion of the ocean divided by the area of the ocean portion of the grid cell.","None","pr","rainfall_flux","None","kg m-2 s-1","time: mean area: mean where ice_free_sea over sea","None","None","None","None","None","real","longitude latitude time","pr","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Snowfall Flux where Ice Free Ocean over Sea","kg m-2 s-1","computed as the total mass per unit time of solid-phase precipitation falling into the ice-free portion of the ocean divided by the area of the ocean portion of the grid cell.   (Snowfall flux includes all types of solid-phase precipitation.)","None","prsn","snowfall_flux","None","kg m-2 s-1","time: mean area: mean where ice_free_sea over sea","None","None","None","None","None","real","longitude latitude time","prsn","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Water Evaporation Flux Where Ice Free Ocean over Sea","kg m-2 s-1","computed as the total mass of water vapor evaporating from the ice-free portion of the ocean  divided by the area of the ocean portion of the grid cell.","None","evs","water_evaporation_flux","None","kg m-2 s-1","time: mean area: mean where ice_free_sea over sea","None","None","None","None","None","real","longitude latitude time","evs","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Water Flux into Sea Water From Rivers","kg m-2 s-1","computed as the river flux of water into the ocean divided by the area of the ocean portion of the grid cell.","None","friver","water_flux_into_sea_water_from_rivers","None","kg m-2 s-1","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude time","friver","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Water Flux into Sea Water From Icebergs","kg m-2 s-1","computed as the iceberg melt water  flux into the ocean divided by the area of the ocean portion of the grid cell.","None","ficeberg","water_flux_into_sea_water_from_icebergs","None","kg m-2 s-1","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude olevel time","ficeberg","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Water Flux into Sea Water From Icebergs","kg m-2 s-1","computed as the iceberg melt water  flux into the ocean divided by the area of the ocean portion of the grid cell.","If only the vertically integrated melt water flux is available, report as this 2-d field; otherwise the row above should be used.","ficeberg","water_flux_into_sea_water_from_icebergs","None","kg m-2 s-1","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude time","ficeberg2d","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Water Flux into Sea Water","kg m-2 s-1","computed as the water  flux into the ocean divided by the area of the ocean portion of the grid cell.  This is the sum of the next two variables in this table.","None","wfo","water_flux_into_sea_water","None","kg m-2 s-1","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude time","wfo","ocean","mon","area: areacello","None","None",1,1
0,"Omon",2,"Water Flux into Sea Water Without Flux Correction","kg m-2 s-1","computed as the water  flux (without flux correction) into the ocean divided by the area of the ocean portion of the grid cell.","This should probably be the sum of the first 6 variables in this table.","wfonocorr","water_flux_into_sea_water_without_flux_correction","None","kg m-2 s-1","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude time","wfonocorr","ocean","mon","area: areacello","None","None",1,1
0,"Omon",2,"Water Flux Correction","kg m-2 s-1","Positive flux implies correction adds water to ocean.","If this does not vary from one year to the next, report only a single year.","wfcorr","water_flux_correction","None","kg m-2 s-1","time: mean area: mean where sea","None","None","None","None","down","real","longitude latitude time","wfcorr","ocean","mon","area: areacello","None","None",1,1
0,"Omon",2,"Virtual Salt Flux into Sea Water due to Rainfall","kg m-2 s-1","None","None","vsfpr","virtual_salt_flux_into_sea_water_due_to_rainfall","None","kg m-2 s-1","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude time","vsfpr","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Virtual Salt Flux into Sea Water due to Evaporation","kg m-2 s-1","None","None","vsfevap","virtual_salt_flux_into_sea_water_due_to_evaporation","None","kg m-2 s-1","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude time","vsfevap","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Virtual Salt Flux into Sea Water From Rivers","kg m-2 s-1","None","None","vsfriver","virtual_salt_flux_into_sea_water_from_rivers","None","kg m-2 s-1","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude time","vsfriver","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Virtual Salt Flux into Sea Water","kg m-2 s-1","None","If this does not vary from one year to the next, report only a single year.  Positive flux implies correction increases salinity of water.  This includes all virtual salt flux, including that due to a salt flux correction.","vsf","virtual_salt_flux_into_sea_water","None","kg m-2 s-1","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude time","vsf","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Virtual Salt Flux Correction","kg m-2 s-1","None","None","vsfcorr","virtual_salt_flux_correction","None","kg m-2 s-1","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude time","vsfcorr","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Salt Flux into Sea Water from Rivers","kg m-2 s-1","None","None","sfriver","salt_flux_into_sea_water_from_rivers","None","kg m-2 s-1","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude time","sfriver","ocean","mon","area: areacello","None","None",1,1
0,"Omon",2,"Upward Geothermal Heat Flux at Sea Floor","W m-2","None","If this field is time-invariant, then save it instead as one of your ""fixed"" fields (see the fx table)","hfgeou","upward_geothermal_heat_flux_at_sea_floor","None","W m-2","time: mean area: mean where sea","None","None","None","None","up","real","longitude latitude time","hfgeou","ocean","mon","area: areacello","None","None",1,1
0,"Omon",2,"Temperature Flux due to Rainfall Expressed as Heat Flux into Sea Water","W m-2","This is defined as ""where ice_free_sea over sea""; i.e., the total flux (considered here) entering the ice-free portion of the grid cell divided by the area of the ocean portion of the grid cell.","None","hfrainds","temperature_flux_due_to_rainfall_expressed_as_heat_flux_into_sea_water","None","W m-2","time: mean area: mean where ice_free_sea over sea","None","None","None","None","down","real","longitude latitude time","hfrainds","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Temperature Flux due to Evaporation Expressed as Heat Flux Out of Sea Water","W m-2","This is defined as ""where ice_free_sea over sea""","None","hfevapds","temperature_flux_due_to_evaporation_expressed_as_heat_flux_out_of_sea_water","None","W m-2","time: mean area: mean where ice_free_sea over sea","None","None","None","None","up","real","longitude latitude time","hfevapds","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Temperature Flux due to Runoff Expressed as Heat Flux into Sea Water","W m-2","None","In general this should be reported as a function of depth, (i.e.,  it will be a function of the generic ""XYZ"" dimensions).  Include enough depth levels to represent  the non-zero values of this field everywhere on the globe.","hfrunoffds","temperature_flux_due_to_runoff_expressed_as_heat_flux_into_sea_water","None","W m-2","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude olevel time","hfrunoffds","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Temperature Flux due to Runoff Expressed as Heat Flux into Sea Water","W m-2","None","If only the vertically integrated runoff flux is available, report as this 2-d field; otherwise the row above should be used.","hfrunoffds","temperature_flux_due_to_runoff_expressed_as_heat_flux_into_sea_water","None","W m-2","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude time","hfrunoffds2d","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Heat Flux into Sea Water due to Snow Thermodynamics","W m-2","None","In general this should be reported as a function of depth, (i.e.,  it will be a function of the generic ""XYZ"" dimensions).  Include enough depth levels to represent  the non-zero values of this field everywhere on the globe.","hfsnthermds","heat_flux_into_sea_water_due_to_snow_thermodynamics","None","W m-2","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude olevel time","hfsnthermds","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Heat Flux into Sea Water due to Snow Thermodynamics","W m-2","None","If only the vertically integrated heat flux is available, report as this 2-d field; otherwise the row above should be used.","hfsnthermds","heat_flux_into_sea_water_due_to_snow_thermodynamics","None","W m-2","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude time","hfsnthermds2d","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Heat Flux into Sea Water due to Iceberg Thermodynamics","W m-2","None","In general this should be reported as a function of depth, (i.e.,  it will be a function of the generic ""XYZ"" dimensions).  Include enough depth levels to represent  the non-zero values of this field everywhere on the globe.","hfibthermds","heat_flux_into_sea_water_due_to_iceberg_thermodynamics","None","W m-2","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude olevel time","hfibthermds","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Heat Flux into Sea Water due to Iceberg Thermodynamics","W m-2","None","If only the vertically integrated heat flux is available, report as this 2-d field; otherwise the row above should be used.","hfibthermds","heat_flux_into_sea_water_due_to_iceberg_thermodynamics","None","W m-2","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude time","hfibthermds2d","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Surface Net Downward Longwave Radiation","W m-2","This is defined as ""where ice_free_sea over sea""","None","rlds","surface_net_downward_longwave_flux","None","W m-2","time: mean area: mean where ice_free_sea over sea","None","None","None","None","down","real","longitude latitude time","rlds","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Surface Downward Latent Heat Flux","W m-2","This is defined as ""where ice_free_sea over sea""","None","hfls","surface_downward_latent_heat_flux","None","W m-2","time: mean area: mean where ice_free_sea over sea","None","None","None","None","down","real","longitude latitude time","hfls","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Surface Downward Sensible Heat Flux","W m-2","This is defined as ""where ice_free_sea over sea""","None","hfss","surface_downward_sensible_heat_flux","None","W m-2","time: mean area: mean where ice_free_sea over sea","None","None","None","None","down","real","longitude latitude time","hfss","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Net Downward Shortwave Radiation at Sea Water Surface","W m-2","This is the flux into the surface of liquid sea water only. This excludes shortwave flux absorbed by sea ice, but includes any light that passes through the ice and is absorbed by the ocean.","None","rsntds","net_downward_shortwave_flux_at_sea_water_surface","None","W m-2","time: mean area: mean where sea","None","None","None","None","down","real","longitude latitude time","rsntds","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Downwelling Shortwave Radiation in Sea Water","W m-2","None","In general the shortwave flux should be reported as a function of ocean depth, (i.e.,  it will be a function of the generic ""XYZ"" dimensions).  Include enough depth levels to represent  the non-zero values of this field everywhere on the globe.","rsdo","downwelling_shortwave_flux_in_sea_water","None","W m-2","time: mean area: mean where sea","None","None","None","None","down","real","longitude latitude olevel time","rsdo","ocean","mon","area: areacello","None","None",2,""
0,"Omon",2,"Heat Flux Correction","W m-2","None","If this does not vary from one year to the next, report only a single year.  Positive indicates correction adds heat to ocean.","hfcorr","heat_flux_correction","None","W m-2","time: mean area: mean where sea","None","None","None","None","down","real","longitude latitude time","hfcorr","ocean","mon","area: areacello","None","None",1,1
0,"Omon",2,"Surface Downward X Stress","N m-2","This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.","None","tauuo","surface_downward_x_stress","None","N m-2","time: mean area: mean where sea","None","None","None","None","down","real","longitude latitude time","tauuo","ocean","mon","None","None","None",1,1
0,"Omon",2,"Surface Downward Y Stress","N m-2","This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.","None","tauvo","surface_downward_y_stress","None","N m-2","time: mean area: mean where sea","None","None","None","None","down","real","longitude latitude time","tauvo","ocean","mon","None","None","None",1,1
0,"Omon",2,"Surface Downward X Stress Correction","N m-2","This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.","If this does not vary from one year to the next, report only a single year.","tauucorr","surface_downward_x_stress_correction","None","N m-2","time: mean area: mean where sea","None","None","None","None","down","real","longitude latitude time","tauucorr","ocean","mon","None","None","None",1,1
0,"Omon",2,"Surface Downward Y Stress Correction","N m-2","This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.","If this does not vary from one year to the next, report only a single year.","tauvcorr","surface_downward_y_stress_correction","None","N m-2","time: mean area: mean where sea","None","None","None","None","down","real","longitude latitude time","tauvcorr","ocean","mon","None","None","None",1,1
0,"Lmon",2,"Precipitation onto Canopy","kg m-2 s-1","the precipitation flux that is intercepted by the vegetation canopy (if present in model) before reaching the ground.","None","prveg","precipitation_flux_onto_canopy","None","kg m-2 s-1","time: mean area: mean where land","None","None","None","None","None","real","longitude latitude time","prveg","land","mon","area: areacella","None","None","",""
